Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_DA4463AA	8339	SRR3195834;ILLUMINA;Paired;;SRX1606133;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447612	SRS1315717	2016-07-01	2016-03-29	ESC_DA4463AA	Assembled	72	105516	5413267	Escherichia coli / Shigella;100.0%	300	38911	3.41	ESC_HA6246AA_AS
ESC_DA4465AA	8337	SRR3195832;ILLUMINA;Paired;;SRX1606131;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447611	SRS1315719	2016-07-01	2016-03-29	ESC_DA4465AA	Assembled	61	145051	5404951	Escherichia coli / Shigella;100.0%	279	25004	3.41	ESC_HA6244AA_AS
ESC_DA4466AA	8335	SRR3195831;ILLUMINA;Paired;;SRX1606130;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447610	SRS1315720	2016-07-01	2016-03-29	ESC_DA4466AA	Assembled	62	92366	5398210	Escherichia coli / Shigella;100.0%	350	71824	3.41	ESC_HA6243AA_AS
ESC_DA4467AA	8327	SRR3195829;ILLUMINA;Paired;;SRX1606129;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447609	SRS1315702	2016-07-01	2016-03-29	ESC_DA4467AA	Assembled	64	94506	5467510	Escherichia coli / Shigella;100.0%	339	89935	3.41	ESC_HA6242AA_AS
ESC_DA4468AA	8323	SRR3195828;ILLUMINA;Paired;;SRX1606128;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447608	SRS1315703	2016-07-01	2016-03-29	ESC_DA4468AA	Assembled	93	141570	5398167	Escherichia coli / Shigella;99.59%	308	43289	3.41	ESC_HA6241AA_AS
ESC_DA4469AA	8320	SRR3195827;ILLUMINA;Paired;;SRX1606127;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447607	SRS1315704	2016-07-01	2016-03-29	ESC_DA4469AA	Assembled	95	111537	5400283	Escherichia coli / Shigella;99.59%	299	39347	3.41	ESC_HA6240AA_AS
ESC_DA4470AA	8306	SRR3195826;ILLUMINA;Paired;;SRX1606126;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447606	SRS1315705	2016-07-01	2016-03-29	ESC_DA4470AA	Assembled	89	142688	5401170	Escherichia coli / Shigella;100.0%	327	62097	3.41	ESC_HA6239AA_AS
ESC_DA4471AA	8303	SRR3195825;ILLUMINA;Paired;;SRX1606125;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447605	SRS1315706	2016-07-01	2016-03-29	ESC_DA4471AA	Assembled	103	100404	5405994	Escherichia coli / Shigella;99.63%	328	80516	3.41	ESC_HA6238AA_AS
ESC_DA4472AA	8302	SRR3195824;ILLUMINA;Paired;;SRX1606124;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447604	SRS1315707	2016-07-01	2016-03-29	ESC_DA4472AA	Assembled	85	124420	5398708	Escherichia coli / Shigella;100.0%	312	48167	3.41	ESC_HA6237AA_AS
ESC_DA4473AA	8301	SRR3195823;ILLUMINA;Paired;;SRX1606123;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447603	SRS1315708	2016-07-01	2016-03-29	ESC_DA4473AA	Assembled	79	142785	5400971	Escherichia coli / Shigella;100.0%	301	33060	3.41	ESC_HA6236AA_AS
ESC_DA4474AA	8298	SRR3195822;ILLUMINA;Paired;;SRX1606122;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447602	SRS1315709	2016-07-01	2016-03-29	ESC_DA4474AA	Assembled	44	66935	5389515	Escherichia coli / Shigella;100.0%	367	97320	3.41	ESC_HA6235AA_AS
ESC_DA4476AA	8297	SRR3195820;ILLUMINA;Paired;;SRX1606120;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447601	SRS1315693	2016-07-01	2016-03-29	ESC_DA4476AA	Assembled	74	118266	5406486	Escherichia coli / Shigella;100.0%	295	29670	3.41	ESC_HA6233AA_AS
ESC_DA4477AA	8294	SRR3195819;ILLUMINA;Paired;;SRX1606119;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447600	SRS1315694	2016-07-01	2016-03-29	ESC_DA4477AA	Assembled	101	142101	5404092	Escherichia coli / Shigella;99.19%	311	39344	3.41	ESC_HA6232AA_AS
ESC_DA4478AA	8292	SRR3195818;ILLUMINA;Paired;;SRX1606118;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447599	SRS1315695	2016-07-01	2016-03-29	ESC_DA4478AA	Assembled	71	142785	5406177	Escherichia coli / Shigella;100.0%	309	28313	3.41	ESC_HA6231AA_AS
ESC_DA4479AA	8291	SRR3195817;ILLUMINA;Paired;;SRX1606117;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447598	SRS1315696	2016-07-01	2016-03-29	ESC_DA4479AA	Assembled	74	100768	5409281	Escherichia coli / Shigella;100.0%	300	49169	3.41	ESC_HA6230AA_AS
ESC_DA4480AA	8218	SRR3195816;ILLUMINA;Paired;;SRX1606116;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447597	SRS1315697	2016-07-01	2016-03-29	ESC_DA4480AA	Assembled	83	90782	5402436	Escherichia coli / Shigella;99.65%	352	82000	3.41	ESC_HA6229AA_AS
ESC_DA4481AA	8117	SRR3195815;ILLUMINA;Paired;;SRX1606115;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447596	SRS1315698	2016-07-01	2016-03-29	ESC_DA4481AA	Assembled	116	125030	5406161	Escherichia coli / Shigella;99.6%	313	60152	3.41	ESC_HA6228AA_AS
ESC_DA4482AA	8116	SRR3195814;ILLUMINA;Paired;;SRX1606114;SRA	Livestock	Bovine	Cattle Hide	2003	9			North America	Canada	Alberta						United State Department of Agriculture	Escherichia coli		O157:H7						PRJNA291880	SRP070986		SAMN04447595	SRS1315699	2016-07-01	2016-03-29	ESC_DA4482AA	Assembled	106	119002	5405290	Escherichia coli / Shigella;100.0%	320	55436	3.41	ESC_HA6227AA_AS
ESC_DA5466AA	14-5768	SRR3040823;ILLUMINA;Paired;;SRX1495633;SRA	Human	Human	Homo sapiens; feces	2014	8	7		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097132	SRS1218231	2016-07-01	2015-12-26	ESC_DA5466AA	Assembled	107	150189	5534035	Escherichia coli / Shigella;100.0%	281	6751	3.41	ESC_HA4978AA_AS
ESC_DA5467AA	14-5767	SRR3040822;ILLUMINA;Paired;;SRX1495632;SRA	Human	Human	Homo sapiens; feces	2014	8	9		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097131	SRS1218232	2016-07-01	2015-12-26	ESC_DA5467AA	Assembled	118	160612	5445693	Escherichia coli / Shigella;100.0%	273	5076	3.41	ESC_HA4977AA_AS
ESC_DA5468AA	14-5766	SRR3040821;ILLUMINA;Paired;;SRX1495631;SRA	Human	Human	Homo sapiens; feces	2014	8	6		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097130	SRS1218233	2016-07-01	2015-12-26	ESC_DA5468AA	Assembled	103	160593	5433565	Escherichia coli / Shigella;99.56%	288	5752	3.41	ESC_HA4976AA_AS
ESC_DA5469AA	14-5765	SRR3040820;ILLUMINA;Paired;;SRX1495630;SRA	Human	Human	Homo sapiens; feces	2014	8	8		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097129	SRS1218234	2016-07-01	2015-12-26	ESC_DA5469AA	Assembled	155	160612	5440384	Escherichia coli / Shigella;100.0%	268	4878	3.41	ESC_HA4975AA_AS
ESC_DA5470AA	14-5764	SRR3040819;ILLUMINA;Paired;;SRX1495629;SRA	Human	Human	Homo sapiens; feces	2014	8	9		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097128	SRS1218235	2016-07-01	2015-12-26	ESC_DA5470AA	Assembled	130	160596	5430685	Escherichia coli / Shigella;100.0%	264	4514	3.41	ESC_HA4974AA_AS
ESC_DA5471AA	14-5763	SRR3040818;ILLUMINA;Paired;;SRX1495628;SRA	Human	Human	Homo sapiens; feces	2014	8	9		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097127	SRS1218236	2016-07-01	2015-12-26	ESC_DA5471AA	Assembled	88	160612	5444586	Escherichia coli / Shigella;100.0%	269	6127	3.41	ESC_HA4973AA_AS
ESC_DA5472AA	14-5762	SRR3040817;ILLUMINA;Paired;;SRX1495627;SRA	Human	Human	Homo sapiens; feces	2014	8	8		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097126	SRS1218237	2016-07-01	2015-12-26	ESC_DA5472AA	Assembled	96	160612	5442212	Escherichia coli / Shigella;100.0%	272	5315	3.41	ESC_HA4972AA_AS
ESC_DA5473AA	14-5761	SRR3040816;ILLUMINA;Paired;;SRX1495626;SRA	Human	Human	Homo sapiens; feces	2014	8	9		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097125	SRS1218223	2016-07-01	2015-12-26	ESC_DA5473AA	Assembled	103	160596	5429148	Escherichia coli / Shigella;100.0%	273	5215	3.41	ESC_HA4971AA_AS
ESC_DA5474AA	14-5626	SRR3040815;ILLUMINA;Paired;;SRX1495625;SRA	Human	Human	Homo sapiens; feces	2014	8	4		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097124	SRS1218224	2016-07-01	2015-12-26	ESC_DA5474AA	Assembled	121	160596	5434493	Escherichia coli / Shigella;100.0%	271	4352	3.41	ESC_HA4970AA_AS
ESC_DA5475AA	14-5625	SRR3040814;ILLUMINA;Paired;;SRX1495624;SRA	Human	Human	Homo sapiens; feces	2014	8	6		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097123	SRS1218225	2016-07-01	2015-12-26	ESC_DA5475AA	Assembled	115	157554	5440497	Escherichia coli / Shigella;100.0%	273	4602	3.41	ESC_HA4969AA_AS
ESC_DA5476AA	14-5062	SRR3040813;ILLUMINA;Paired;;SRX1495623;SRA	Human	Human	Homo sapiens; feces	2014	7	14		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097042	SRS1218226	2016-07-01	2015-12-26	ESC_DA5476AA	Assembled	126	160710	5432383	Escherichia coli / Shigella;100.0%	230	3497	3.41	ESC_HA4968AA_AS
ESC_DA5477AA	14-5623	SRR3040811;ILLUMINA;Paired;;SRX1495622;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097122	SRS1218227	2016-07-01	2015-12-26	ESC_DA5477AA	Assembled	131	160593	5432617	Escherichia coli / Shigella;100.0%	287	5900	3.41	ESC_HA4967AA_AS
ESC_DA5478AA	14-5622	SRR3040810;ILLUMINA;Paired;;SRX1495621;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097121	SRS1218228	2016-07-01	2015-12-26	ESC_DA5478AA	Assembled	155	160612	5443401	Escherichia coli / Shigella;99.53%	265	5046	3.41	ESC_HA4966AA_AS
ESC_DA5479AA	14-5621	SRR3040809;ILLUMINA;Paired;;SRX1495620;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097120	SRS1218229	2016-07-01	2015-12-26	ESC_DA5479AA	Assembled	138	160593	5430285	Escherichia coli / Shigella;100.0%	277	4647	3.41	ESC_HA4965AA_AS
ESC_DA5480AA	14-5620	SRR3040808;ILLUMINA;Paired;;SRX1495619;SRA	Human	Human	Homo sapiens; feces	2014	8	4		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097119	SRS1218230	2016-07-01	2015-12-26	ESC_DA5480AA	Assembled	72	160612	5439346	Escherichia coli / Shigella;100.0%	261	6610	3.41	ESC_HA4964AA_AS
ESC_DA5481AA	14-5619	SRR3040807;ILLUMINA;Paired;;SRX1495618;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097118	SRS1218216	2016-07-01	2015-12-26	ESC_DA5481AA	Assembled	135	160612	5437757	Escherichia coli / Shigella;100.0%	263	3814	3.41	ESC_HA4963AA_AS
ESC_DA5482AA	14-5618	SRR3040806;ILLUMINA;Paired;;SRX1495617;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097117	SRS1218217	2016-07-01	2015-12-26	ESC_DA5482AA	Assembled	148	142742	5476210	Escherichia coli / Shigella;100.0%	277	5658	3.41	ESC_HA4962AA_AS
ESC_DA5483AA	14-5617	SRR3040805;ILLUMINA;Paired;;SRX1495616;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097116	SRS1218218	2016-07-01	2015-12-26	ESC_DA5483AA	Assembled	137	160596	5434487	Escherichia coli / Shigella;99.54%	274	5458	3.41	ESC_HA4961AA_AS
ESC_DA5484AA	14-5616	SRR3040804;ILLUMINA;Paired;;SRX1495615;SRA	Human	Human	Homo sapiens; feces	2014	8	4		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097115	SRS1218219	2016-07-01	2015-12-26	ESC_DA5484AA	Assembled	144	160593	5437072	Escherichia coli / Shigella;100.0%	279	5843	3.41	ESC_HA4960AA_AS
ESC_DA5485AA	14-5615	SRR3040803;ILLUMINA;Paired;;SRX1495614;SRA	Human	Human	Homo sapiens; feces	2014	8	4		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097114	SRS1218220	2016-07-01	2015-12-26	ESC_DA5485AA	Assembled	114	160593	5432807	Escherichia coli / Shigella;100.0%	292	5932	3.41	ESC_HA4959AA_AS
ESC_DA5486AA	14-5613	SRR3040802;ILLUMINA;Paired;;SRX1495613;SRA	Human	Human	Homo sapiens; feces	2014	8	6		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097113	SRS1218221	2016-07-01	2015-12-26	ESC_DA5486AA	Assembled	169	160612	5441726	Escherichia coli / Shigella;100.0%	274	5300	3.41	ESC_HA4958AA_AS
ESC_DA5487AA	12-7726	SRR3040801;ILLUMINA;Paired;;SRX1495612;SRA	Human	Human	Homo sapiens; feces	2012	10	24		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097041	SRS1218222	2016-07-01	2015-12-26	ESC_DA5487AA	Assembled	125	149673	5398929	Escherichia coli / Shigella;100.0%	316	3845	3.41	ESC_HA4957AA_AS
ESC_DA5488AA	14-5612	SRR3040800;ILLUMINA;Paired;;SRX1495611;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097112	SRS1218208	2016-07-01	2015-12-26	ESC_DA5488AA	Assembled	194	160596	5438170	Escherichia coli / Shigella;99.55%	274	4538	3.41	ESC_HA4936AA_AS
ESC_DA5489AA	14-5611	SRR3040799;ILLUMINA;Paired;;SRX1495610;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097111	SRS1218209	2016-07-01	2015-12-26	ESC_DA5489AA	Assembled	105	160612	5439853	Escherichia coli / Shigella;100.0%	257	5457	3.41	ESC_HA4935AA_AS
ESC_DA5490AA	14-5610	SRR3040798;ILLUMINA;Paired;;SRX1495609;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097110	SRS1218210	2016-07-01	2015-12-26	ESC_DA5490AA	Assembled	120	160612	5439340	Escherichia coli / Shigella;100.0%	269	4077	3.41	ESC_HA4934AA_AS
ESC_DA5491AA	14-5609	SRR3040797;ILLUMINA;Paired;;SRX1495608;SRA	Human	Human	Homo sapiens; feces	2014	8	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097109	SRS1218211	2016-07-01	2015-12-26	ESC_DA5491AA	Assembled	115	160612	5440295	Escherichia coli / Shigella;100.0%	269	4926	3.41	ESC_HA4933AA_AS
ESC_DA5492AA	14-5608	SRR3040796;ILLUMINA;Paired;;SRX1495607;SRA	Human	Human	Homo sapiens; feces	2014	8	3		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097108	SRS1218212	2016-07-01	2015-12-26	ESC_DA5492AA	Assembled	150	160612	5440216	Escherichia coli / Shigella;99.52%	257	4340	3.41	ESC_HA4932AA_AS
ESC_DA5493AA	14-5607	SRR3040795;ILLUMINA;Paired;;SRX1495606;SRA	Human	Human	Homo sapiens; feces	2014	8	2		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097107	SRS1218213	2016-07-01	2015-12-26	ESC_DA5493AA	Assembled	124	160593	5433385	Escherichia coli / Shigella;99.56%	272	5225	3.41	ESC_HA4931AA_AS
ESC_DA5494AA	14-5606	SRR3040794;ILLUMINA;Paired;;SRX1495605;SRA	Human	Human	Homo sapiens; feces	2014	8	2		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097106	SRS1218214	2016-07-01	2015-12-26	ESC_DA5494AA	Assembled	150	149670	5431101	Escherichia coli / Shigella;100.0%	302	5809	3.41	ESC_HA4930AA_AS
ESC_DA5495AA	14-5605	SRR3040793;ILLUMINA;Paired;;SRX1495604;SRA	Human	Human	Homo sapiens; feces	2014	8	3		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097105	SRS1218215	2016-07-01	2015-12-26	ESC_DA5495AA	Assembled	146	150758	5440688	Escherichia coli / Shigella;100.0%	278	5279	3.41	ESC_HA4929AA_AS
ESC_DA5496AA	14-5604	SRR3040792;ILLUMINA;Paired;;SRX1495603;SRA	Human	Human	Homo sapiens; feces	2014	8	2		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097104	SRS1218200	2016-07-01	2015-12-26	ESC_DA5496AA	Assembled	147	160596	5434486	Escherichia coli / Shigella;100.0%	259	4417	3.41	ESC_HA4928AA_AS
ESC_DA5497AA	14-5603	SRR3040791;ILLUMINA;Paired;;SRX1495602;SRA	Human	Human	Homo sapiens; feces	2014	8	2		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097103	SRS1218201	2016-07-01	2015-12-26	ESC_DA5497AA	Assembled	117	160612	5442012	Escherichia coli / Shigella;100.0%	262	5016	3.41	ESC_HA4927AA_AS
ESC_DA5498AA	12-6988	SRR3040790;ILLUMINA;Paired;;SRX1495601;SRA	Animal Feed	Bovine	Food (Beef)	2012	10	5		North America	Canada	Alberta						Alberta Provincial Laboratory for Public Health	Escherichia coli		O157:H7						PRJNA291542	SRP067668		SAMN04097040	SRS1218202	2016-07-01	2015-12-26	ESC_DA5498AA	Assembled	87	145302	5399910	Escherichia coli / Shigella;100.0%	325	4576	3.41	ESC_HA4926AA_AS
