"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).x","Source Niche.x","Source Type.x","Source Details.x","Collection Year.x","Collection Month.x","Collection Day.x","Collection Time.x","Continent.x","Country.x","Region.x","District.x","City.x","Post Code.x","Latitude.x","Longitude.x","Lab Contact.x","Species.x","Serological Group.x","Serotype.x","EcoR Cluster.x","Path/Nonpath.x","Simple Patho.x","Comment.x","Simple Disease.x","Bio Project ID.x","Project ID.x","Disease.x","Sample ID.x","Secondary Sample ID.x","Date Entered.x","Release Date.x","Differences","ST","ST Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).y","Source Niche.y","Source Type.y","Source Details.y","Collection Year.y","Collection Month.y","Collection Day.y","Collection Time.y","Continent.y","Country.y","Region.y","District.y","City.y","Post Code.y","Latitude.y","Longitude.y","Lab Contact.y","Species.y","Serological Group.y","Serotype.y","EcoR Cluster.y","Path/Nonpath.y","Simple Patho.y","Simple Disease.y","Comment.y","Bio Project ID.y","Project ID.y","Disease.y","Sample ID.y","Secondary Sample ID.y","Date Entered.y","Release Date.y","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_AB1219AA","131_United States",2591,1,36,237,112,25,"FSIS12212310","ESC_AB1219AA","SRR19663634;ILLUMINA;Paired;;SRX15713159;SRA","Poultry","Poultry","Animal-Turkey-Young Turkey (cecal)",2022,NA,NA,"","North America","United States","Pennsylvania","","","",NA,NA,"United States Department of Agriculture, Food Safety and Inspection Service","Escherichia coli","","","","","","","","PRJNA292667","SRP066916","","SAMN29095613","SRS13407277",2022-06-16,2022-06-15,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes","FSIS12212310","SRR19663634;ILLUMINA;Paired;;SRX15713159;SRA","Poultry","Poultry","Animal-Turkey-Young Turkey (cecal)",2022,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,NA,NA,"United States Department of Agriculture, Food Safety and Inspection Service","Escherichia coli",NA,"",NA,"","","","","PRJNA292667","SRP066916","","SAMN29095613","SRS13407277",2022-06-16,2022-06-15,"ESC_AB1219AA","Assembled",174,230232,5131723,116,54346,4.1,"ESC_DC9352AA_AS"
"ESC_AB1748AA","131_United States",2591,1,36,237,112,25,"22TX03GT04-EC","ESC_AB1748AA","SRR19754931;ILLUMINA;Paired;;SRX15799644;SRA","Poultry","Poultry","ground turkey",2022,3,NA,"","","United States","Texas","","","",NA,NA,"FDA CVM NARMS - Texas Tech University","Escherichia coli","","","","","","","","PRJNA292663","SRP161673","","SAMN29209734","SRS13491955",2022-06-21,2022-06-20,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes","22TX03GT04-EC","SRR19754931;ILLUMINA;Paired;;SRX15799644;SRA","Poultry","Poultry","ground turkey",2022,3,NA,NA,"","United States","Texas","","",NA,NA,NA,"FDA CVM NARMS - Texas Tech University","Escherichia coli",NA,"",NA,"","","","","PRJNA292663","SRP161673","","SAMN29209734","SRS13491955",2022-06-21,2022-06-20,"ESC_AB1748AA","Assembled",74,362347,5041715,50,78644,4.1,"ESC_DC9840AA_AS"
"ESC_AB2846AA","131_United States",2591,1,36,237,112,25,"2022BV-00013","ESC_AB2846AA","SRR20089566;ILLUMINA;Paired;;SRX16124928;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,"","North America","United States","","","","",NA,NA,"Illumina","Escherichia coli","","","","","","","","PRJNA288601","SRP074197","","SAMN29440615","SRS13787214",2022-07-16,2022-07-12,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2022BV-00013","SRR20089566;ILLUMINA;Paired;;SRX16124928;SRA","Human","Human","Homo sapiens; urine",2022,NA,NA,NA,"North America","United States","","","",NA,NA,NA,"Illumina","Escherichia coli",NA,"",NA,"","","","","PRJNA288601","SRP074197","","SAMN29440615","SRS13787214",2022-07-16,2022-07-12,"ESC_AB2846AA","Assembled",157,220272,5242578,107,32738,4.1,"ESC_EC0937AA_AS"
"ESC_AB2945AA","131_United States",2591,1,36,237,112,25,"16870-22","ESC_AB2945AA","SRR20048902;ILLUMINA;Paired;;SRX16087379;SRA","Companion Animal","Canine","canine skin",2022,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598484","SRS13753470",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","16870-22","SRR20048902;ILLUMINA;Paired;;SRX16087379;SRA","Companion Animal","Canine","canine skin",2022,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598484","SRS13753470",2022-07-16,2022-07-08,"ESC_AB2945AA","Assembled",167,266748,5190192,95,23405,4.1,"ESC_EC1036AA_AS"
"ESC_AB2959AA","131_United States",2591,1,36,237,112,25,"55829-21","ESC_AB2959AA","SRR20048917;ILLUMINA;Paired;;SRX16087364;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598470","SRS13753455",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","55829-21","SRR20048917;ILLUMINA;Paired;;SRX16087364;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598470","SRS13753455",2022-07-16,2022-07-08,"ESC_AB2959AA","Assembled",137,228305,5096105,89,22789,4.1,"ESC_EC1050AA_AS"
"ESC_AB2962AA","131_United States",2591,1,36,237,112,25,"45962-21","ESC_AB2962AA","SRR20048920;ILLUMINA;Paired;;SRX16087361;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598467","SRS13753452",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","45962-21","SRR20048920;ILLUMINA;Paired;;SRX16087361;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598467","SRS13753452",2022-07-16,2022-07-08,"ESC_AB2962AA","Assembled",163,222516,5166581,100,22777,4.1,"ESC_EC1053AA_AS"
"ESC_AB2966AA","131_United States",2591,1,36,237,112,25,"35664-21","ESC_AB2966AA","SRR20048925;ILLUMINA;Paired;;SRX16087356;SRA","Companion Animal","Canine","canine other",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598463","SRS13753447",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","35664-21","SRR20048925;ILLUMINA;Paired;;SRX16087356;SRA","Companion Animal","Canine","canine other",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598463","SRS13753447",2022-07-16,2022-07-08,"ESC_AB2966AA","Assembled",133,222210,5194432,94,26062,4.1,"ESC_EC1057AA_AS"
"ESC_AB2969AA","131_United States",2591,1,36,237,112,25,"12533-21","ESC_AB2969AA","SRR20048929;ILLUMINA;Paired;;SRX16087352;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598459","SRS13753443",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","12533-21","SRR20048929;ILLUMINA;Paired;;SRX16087352;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598459","SRS13753443",2022-07-16,2022-07-08,"ESC_AB2969AA","Assembled",141,143586,5221887,143,32668,4.1,"ESC_EC1060AA_AS"
"ESC_AB2970AA","131_United States",2591,1,36,237,112,25,"12192-21","ESC_AB2970AA","SRR20048930;ILLUMINA;Paired;;SRX16087351;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598458","SRS13753442",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","12192-21","SRR20048930;ILLUMINA;Paired;;SRX16087351;SRA","Companion Animal","Canine","canine urine",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598458","SRS13753442",2022-07-16,2022-07-08,"ESC_AB2970AA","Assembled",188,223095,5317486,126,16568,4.1,"ESC_EC1061AA_AS"
"ESC_AB2974AA","131_United States",2591,1,36,237,112,25,"10680-21","ESC_AB2974AA","SRR20048934;ILLUMINA;Paired;;SRX16087347;SRA","Companion Animal","Canine","canine tissue",2021,NA,NA,"","North America","United States","Iowa","","","",41.87,-93.09,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598455","SRS13753438",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","10680-21","SRR20048934;ILLUMINA;Paired;;SRX16087347;SRA","Companion Animal","Canine","canine tissue",2021,NA,NA,NA,"North America","United States","Iowa","","",NA,41.87,-93.09,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598455","SRS13753438",2022-07-16,2022-07-08,"ESC_AB2974AA","Assembled",167,188235,5322726,154,24746,4.1,"ESC_EC1065AA_AS"
"ESC_AB2977AA","131_United States",2591,1,36,237,112,25,"7547-21","ESC_AB2977AA","SRR20048937;ILLUMINA;Paired;;SRX16087344;SRA","Companion Animal","Canine","canine draining tract",2021,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598452","SRS13753435",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","7547-21","SRR20048937;ILLUMINA;Paired;;SRX16087344;SRA","Companion Animal","Canine","canine draining tract",2021,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598452","SRS13753435",2022-07-16,2022-07-08,"ESC_AB2977AA","Assembled",135,227026,5467059,122,28867,4.1,"ESC_EC1068AA_AS"
"ESC_AB2981AA","131_United States",2591,1,36,237,112,25,"40490-20","ESC_AB2981AA","SRR20048941;ILLUMINA;Paired;;SRX16087340;SRA","Companion Animal","Canine","canine urine",2020,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598448","SRS13753431",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","40490-20","SRR20048941;ILLUMINA;Paired;;SRX16087340;SRA","Companion Animal","Canine","canine urine",2020,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598448","SRS13753431",2022-07-16,2022-07-08,"ESC_AB2981AA","Assembled",421,161458,5297585,151,33204,4.1,"ESC_EC1072AA_AS"
"ESC_AB2991AA","131_United States",2591,1,36,237,112,25,"24855-20","ESC_AB2991AA","SRR20048951;ILLUMINA;Paired;;SRX16087330;SRA","Companion Animal","Canine","canine urine",2020,NA,NA,"","North America","United States","Pennsylvania","","","",41.2,-77.19,"University of Pennsylvania","Escherichia coli","","","","","","","","PRJNA856883","SRP385567","","SAMN29598439","SRS13753421",2022-07-16,2022-07-08,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"yes","24855-20","SRR20048951;ILLUMINA;Paired;;SRX16087330;SRA","Companion Animal","Canine","canine urine",2020,NA,NA,NA,"North America","United States","Pennsylvania","","",NA,41.2,-77.19,"University of Pennsylvania","Escherichia coli",NA,"",NA,"","","","","PRJNA856883","SRP385567","","SAMN29598439","SRS13753421",2022-07-16,2022-07-08,"ESC_AB2991AA","Assembled",167,269188,5072704,77,26295,4.1,"ESC_EC1082AA_AS"
