"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).x","Source Niche.x","Source Type.x","Source Details.x","Collection Year.x","Collection Month.x","Collection Day.x","Collection Time.x","Continent.x","Country.x","Region.x","District.x","City.x","Post Code.x","Latitude.x","Longitude.x","Lab Contact.x","Species.x","Serological Group.x","Serotype.x","EcoR Cluster.x","Path/Nonpath.x","Simple Patho.x","Comment.x","Simple Disease.x","Bio Project ID.x","Project ID.x","Disease.x","Sample ID.x","Secondary Sample ID.x","Date Entered.x","Release Date.x","Differences","ST","ST Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).y","Source Niche.y","Source Type.y","Source Details.y","Collection Year.y","Collection Month.y","Collection Day.y","Collection Time.y","Continent.y","Country.y","Region.y","District.y","City.y","Post Code.y","Latitude.y","Longitude.y","Lab Contact.y","Species.y","Serological Group.y","Serotype.y","EcoR Cluster.y","Path/Nonpath.y","Simple Patho.y","Simple Disease.y","Comment.y","Bio Project ID.y","Project ID.y","Disease.y","Sample ID.y","Secondary Sample ID.y","Date Entered.y","Release Date.y","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_CA0114AA","131_Spain",210,4,17,17,2,44,"761034","ESC_CA0114AA","ERR161326;ILLUMINA;Paired;219;ERX137176;NEW","Human","Human","Blood - Community",2010,7,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI","UTI","PRJEB2968","ERP001354","","SAMEA1486583","ERS126643",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","761034","ERR161326;ILLUMINA;Paired;219;ERX137176;NEW","Human","Human","Blood - Community",2010,7,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI","PRJEB2968","ERP001354",NA,"SAMEA1486583","ERS126643",2015-08-27,2012-08-28,"ESC_CA0114AA","Assembled",75.65,222992,5013873,97,2563,2.2,"ESC_CA4395AA_AS"
"ESC_CA0115AA","131_Spain",210,4,17,17,2,44,"2010078422","ESC_CA0115AA","ERR161325;ILLUMINA;Paired;219;ERX137175;NEW","Human","Human","Urine - Community",2010,7,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI - cystitis","UTI","PRJEB2968","ERP001354","","SAMEA1486663","ERS126642",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010078422","ERR161325;ILLUMINA;Paired;219;ERX137175;NEW","Human","Human","Urine - Community",2010,7,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI - cystitis","PRJEB2968","ERP001354",NA,"SAMEA1486663","ERS126642",2015-08-27,2012-08-28,"ESC_CA0115AA","Assembled",70.09,277934,5212078,147,3329,2.2,"ESC_BA2034AA_AS"
"ESC_CA0117AA","131_Spain",210,4,17,17,2,44,"2010077749","ESC_CA0117AA","ERR161323;ILLUMINA;Paired;219;ERX137173;NEW","Human","Human","Blood - Nosocomial",2010,6,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI - pyelonephritis","UTI","PRJEB2968","ERP001354","","SAMEA1486626","ERS126640",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010077749","ERR161323;ILLUMINA;Paired;219;ERX137173;NEW","Human","Human","Blood - Nosocomial",2010,6,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI - pyelonephritis","PRJEB2968","ERP001354",NA,"SAMEA1486626","ERS126640",2015-08-27,2012-08-28,"ESC_CA0117AA","Assembled",0,331943,5212360,140,3427,2.2,"ESC_BA7509AA_AS"
"ESC_CA0118AA","131_Spain",210,4,17,17,2,44,"2010081517","ESC_CA0118AA","ERR161322;ILLUMINA;Paired;219;ERX137172;NEW","Human","Human","Urine - Community",2010,6,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI","UTI","PRJEB2968","ERP001354","","SAMEA1486586","ERS126639",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010081517","ERR161322;ILLUMINA;Paired;219;ERX137172;NEW","Human","Human","Urine - Community",2010,6,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI","PRJEB2968","ERP001354",NA,"SAMEA1486586","ERS126639",2015-08-27,2012-08-28,"ESC_CA0118AA","Assembled",0,169233,5222520,187,4909,2.2,"ESC_CA2153AA_AS"
"ESC_CA0119AA","131_Spain",210,4,17,17,2,44,"2010073619","ESC_CA0119AA","ERR161321;ILLUMINA;Paired;219;ERX137171;NEW","Human","Human","Surgical Wound - Nosocomial",2010,6,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Surgical wound infection","Wound infection","PRJEB2968","ERP001354","","SAMEA1486603","ERS126638",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010073619","ERR161321;ILLUMINA;Paired;219;ERX137171;NEW","Human","Human","Surgical Wound - Nosocomial",2010,6,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"Wound infection","Surgical wound infection","PRJEB2968","ERP001354",NA,"SAMEA1486603","ERS126638",2015-08-27,2012-08-28,"ESC_CA0119AA","Assembled",62.04,203036,5248188,163,4241,2.2,"ESC_CA4929AA_AS"
"ESC_CA0120AA","131_Spain",210,4,17,17,2,44,"2010070931","ESC_CA0120AA","ERR161320;ILLUMINA;Paired;219;ERX137170;NEW","Human","Human","Abdominal abscess - Nosocomial",2010,6,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Abdominal abscess","","PRJEB2968","ERP001354","","SAMEA1486617","ERS126637",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010070931","ERR161320;ILLUMINA;Paired;219;ERX137170;NEW","Human","Human","Abdominal abscess - Nosocomial",2010,6,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"","Abdominal abscess","PRJEB2968","ERP001354",NA,"SAMEA1486617","ERS126637",2015-08-27,2012-08-28,"ESC_CA0120AA","Assembled",58.69,183597,5301425,178,4850,2.2,"ESC_BA0468AA_AS"
"ESC_CA0122AA","131_Spain",210,4,17,17,2,44,"2010066864","ESC_CA0122AA","ERR161318;ILLUMINA;Paired;219;ERX137168;NEW","Human","Human","Peritoneal fluid - Nosocomial",2010,5,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Abdominal abscess","","PRJEB2968","ERP001354","","SAMEA1486670","ERS126635",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010066864","ERR161318;ILLUMINA;Paired;219;ERX137168;NEW","Human","Human","Peritoneal fluid - Nosocomial",2010,5,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"","Abdominal abscess","PRJEB2968","ERP001354",NA,"SAMEA1486670","ERS126635",2015-08-27,2012-08-28,"ESC_CA0122AA","Assembled",70.31,276076,5132217,101,2671,2.2,"ESC_BA5444AA_AS"
"ESC_CA0123AA","131_Spain",210,4,17,17,2,44,"2010039553","ESC_CA0123AA","ERR161317;ILLUMINA;Paired;219;ERX137167;NEW","Human","Human","Urine - Community",2010,2,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI","UTI","PRJEB2968","ERP001354","","SAMEA1486607","ERS126634",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010039553","ERR161317;ILLUMINA;Paired;219;ERX137167;NEW","Human","Human","Urine - Community",2010,2,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI","PRJEB2968","ERP001354",NA,"SAMEA1486607","ERS126634",2015-08-27,2012-08-28,"ESC_CA0123AA","Assembled",0,191185,5446932,231,5692,2.2,"ESC_CA1939AA_AS"
"ESC_CA0124AA","131_Spain",210,4,17,17,2,44,"2010039024","ESC_CA0124AA","ERR161316;ILLUMINA;Paired;219;ERX137166;NEW","Human","Human","Blood - Nosocomial",2010,2,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","BTI - acute cholangitis","Septicemia","PRJEB2968","ERP001354","","SAMEA1486589","ERS126633",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010039024","ERR161316;ILLUMINA;Paired;219;ERX137166;NEW","Human","Human","Blood - Nosocomial",2010,2,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"Septicemia","BTI - acute cholangitis","PRJEB2968","ERP001354",NA,"SAMEA1486589","ERS126633",2015-08-27,2012-08-28,"ESC_CA0124AA","Assembled",71.62,194287,5109033,139,3063,2.2,"ESC_BA1463AA_AS"
"ESC_CA0125AA","131_Spain",210,4,17,17,2,44,"2010035103","ESC_CA0125AA","ERR161315;ILLUMINA;Paired;219;ERX137165;NEW","Human","Human","Urine - Healthcare associated",2010,1,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI - cystitis","UTI","PRJEB2968","ERP001354","","SAMEA1486672","ERS126632",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","2010035103","ERR161315;ILLUMINA;Paired;219;ERX137165;NEW","Human","Human","Urine - Healthcare associated",2010,1,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI - cystitis","PRJEB2968","ERP001354",NA,"SAMEA1486672","ERS126632",2015-08-27,2012-08-28,"ESC_CA0125AA","Assembled",71.44,277924,5082438,100,2408,2.2,"ESC_BA2222AA_AS"
"ESC_CA0126AA","131_Spain",210,4,17,17,2,44,"P189","ESC_CA0126AA","ERR161314;ILLUMINA;Paired;219;ERX137164;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,10,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Asymptomatic","fimH30","PRJEB2968","ERP001354","","SAMEA1486647","ERS126631",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","P189","ERR161314;ILLUMINA;Paired;219;ERX137164;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,10,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"fimH30","Asymptomatic","PRJEB2968","ERP001354",NA,"SAMEA1486647","ERS126631",2015-08-27,2012-08-28,"ESC_CA0126AA","Assembled",0,180492,5275657,173,5717,2.2,"ESC_BA5903AA_AS"
"ESC_CA0127AA","131_Spain",210,4,17,17,2,44,"P146","ESC_CA0127AA","ERR161313;ILLUMINA;Paired;219;ERX137163;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,7,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Asymptomatic","fimH30","PRJEB2968","ERP001354","","SAMEA1486623","ERS126630",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","P146","ERR161313;ILLUMINA;Paired;219;ERX137163;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,7,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"fimH30","Asymptomatic","PRJEB2968","ERP001354",NA,"SAMEA1486623","ERS126630",2015-08-27,2012-08-28,"ESC_CA0127AA","Assembled",62.06,165136,5202936,180,3916,2.2,"ESC_AA8956AA_AS"
"ESC_CA0129AA","131_Spain",210,4,17,17,2,44,"1110728271","ESC_CA0129AA","ERR161311;ILLUMINA;Paired;219;ERX137161;NEW","Human","Human","Blood - Nosocomial",2010,1,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","UTI - pyelonephritis","UTI","PRJEB2968","ERP001354","","SAMEA1486611","ERS126628",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","1110728271","ERR161311;ILLUMINA;Paired;219;ERX137161;NEW","Human","Human","Blood - Nosocomial",2010,1,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"UTI","UTI - pyelonephritis","PRJEB2968","ERP001354",NA,"SAMEA1486611","ERS126628",2015-08-27,2012-08-28,"ESC_CA0129AA","Assembled",61.05,178497,5325101,154,3409,2.2,"ESC_CA0426AA_AS"
"ESC_CA0130AA","131_Spain",210,4,17,17,2,44,"P56","ESC_CA0130AA","ERR161310;ILLUMINA;Paired;219;ERX137160;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,5,NA,"","Europe","Spain","Seville","","","",NA,NA,"THE SANGER CENTER","Escherichia coli","","","","","","Asymptomatic","fimH30","PRJEB2968","ERP001354","","SAMEA1486621","ERS126627",2015-08-27,2012-08-28,NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","P56","ERR161310;ILLUMINA;Paired;219;ERX137160;NEW","Human","Human","Human asymptomatic faeces  - Community",2011,5,NA,NA,"Europe","Spain","Seville","","",NA,NA,NA,"THE SANGER CENTER","Escherichia coli",NA,"",NA,"",NA,"fimH30","Asymptomatic","PRJEB2968","ERP001354",NA,"SAMEA1486621","ERS126627",2015-08-27,2012-08-28,"ESC_CA0130AA","Assembled",70.58,165747,5114876,145,2975,2.2,"ESC_BA7819AA_AS"
