Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_CA0125AA	2010035103	ERR161315;ILLUMINA;Paired;219;ERX137165;NEW	Human	Human	Urine - Healthcare associated	2010	1			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						UTI	UTI - cystitis	PRJEB2968	ERP001354		SAMEA1486672	ERS126632	2015-08-27	2012-08-28	ESC_CA0125AA	Assembled	71.44	277924	5082438	Escherichia coli / Shigella;97.73%	100	2408	2.2	ESC_BA2222AA_AS
ESC_CA0126AA	P189	ERR161314;ILLUMINA;Paired;219;ERX137164;NEW	Human	Human	Human asymptomatic faeces  - Community	2011	10			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						fimH30	Asymptomatic	PRJEB2968	ERP001354		SAMEA1486647	ERS126631	2015-08-27	2012-08-28	ESC_CA0126AA	Assembled	0	180492	5275657	Escherichia coli / Shigella;98.14%	173	5717	2.2	ESC_BA5903AA_AS
ESC_CA0127AA	P146	ERR161313;ILLUMINA;Paired;219;ERX137163;NEW	Human	Human	Human asymptomatic faeces  - Community	2011	7			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						fimH30	Asymptomatic	PRJEB2968	ERP001354		SAMEA1486623	ERS126630	2015-08-27	2012-08-28	ESC_CA0127AA	Assembled	62.06	165136	5202936	Escherichia coli / Shigella;98.81%	180	3916	2.2	ESC_AA8956AA_AS
ESC_CA0129AA	1110728271	ERR161311;ILLUMINA;Paired;219;ERX137161;NEW	Human	Human	Blood - Nosocomial 	2010	1			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						UTI	UTI - pyelonephritis	PRJEB2968	ERP001354		SAMEA1486611	ERS126628	2015-08-27	2012-08-28	ESC_CA0129AA	Assembled	61.05	178497	5325101	Escherichia coli / Shigella;90.08%	154	3409	2.2	ESC_CA0426AA_AS
ESC_CA0130AA	P56	ERR161310;ILLUMINA;Paired;219;ERX137160;NEW	Human	Human	Human asymptomatic faeces  - Community	2011	5			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						fimH30	Asymptomatic	PRJEB2968	ERP001354		SAMEA1486621	ERS126627	2015-08-27	2012-08-28	ESC_CA0130AA	Assembled	70.58	165747	5114876	Escherichia coli / Shigella;94.58%	145	2975	2.2	ESC_BA7819AA_AS
ESC_CA0131AA	P53	ERR161309;ILLUMINA;Paired;219;ERX137159;NEW	Human	Human	Human asymptomatic faeces  - Community	2011	5			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						fimH30	Asymptomatic	PRJEB2968	ERP001354		SAMEA1486645	ERS126626	2015-08-27	2012-08-28	ESC_CA0131AA	Assembled	64.49	191545	5269463	Escherichia coli / Shigella;98.23%	183	4183	2.2	ESC_BA1406AA_AS
ESC_CA0132AA	2010032085	ERR161308;ILLUMINA;Paired;219;ERX137158;NEW	Human	Human	Urine - Healthcare associated	2010	1			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						UTI	UTI - pyelonephritis	PRJEB2968	ERP001354		SAMEA1486674	ERS126625	2015-08-27	2012-08-28	ESC_CA0132AA	Assembled	71.78	508334	5278156	Escherichia coli / Shigella;91.17%	213	3652	2.2	ESC_BA4016AA_AS
ESC_CA0133AA	P50	ERR161307;ILLUMINA;Paired;219;ERX137157;NEW	Human	Human	Human asymptomatic faeces  - Community	2011	5			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						fimH30	Asymptomatic	PRJEB2968	ERP001354		SAMEA1486591	ERS126624	2015-08-27	2012-08-28	ESC_CA0133AA	Assembled	62.23	191551	5169052	Escherichia coli / Shigella;92.71%	103	3079	2.2	ESC_BA5230AA_AS
ESC_CA0134AA	2010031282	ERR161306;ILLUMINA;Paired;219;ERX137156;NEW	Human	Human	Blood - Healthcare associated	2010	1			Europe	Spain	Seville						THE SANGER CENTER	Escherichia coli						UTI	UTI - pyelonephritis, sepsis	PRJEB2968	ERP001354		SAMEA1486614	ERS126623	2015-08-27	2012-08-28	ESC_CA0134AA	Assembled	0	296021	5064016	Escherichia coli / Shigella;98.28%	120	3847	2.2	ESC_BA4639AA_AS
ESC_DA1947AA	AM_LREC-2	traces-0AJkQxE;ILLUMINA;Paired;;NA;Uploaded	Food	Swine	Pork	2011				Europe	Spain	Galicia	Lugo	Lugo 				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1947AA	Assembled	18	67323	5212341	Escherichia coli / Shigella;99.31%	169	90107	3.51	ESC_IA2012AA_AS
ESC_DA1949AA	AM_LREC-4	traces-0zgWIhc;ILLUMINA;Paired;;NA;Uploaded,traces-0DkTBVj;ILLUMINA;Paired;;NA;Uploaded	Food	Unspecified Meat	Pork	2012				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1949AA	Assembled	179	409952	5192749	Escherichia coli / Shigella;98.47%	114	5033	3.51	ESC_IA2133AA_AS
ESC_DA1952AA	AM_LREC-11	traces-0QKFUEb;ILLUMINA;Paired;;NA;Uploaded	Food	Poultry	Chicken breast	2010				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1952AA	Assembled	33	80663	5407321	Escherichia coli / Shigella;90.06%	191	36721	3.51	ESC_IA2017AA_AS
ESC_DA1953AA	AM_LREC-1	traces-0BgEsoP;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2009				Europe	Spain	Galicia	Lugo	Lugo 				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1953AA	Assembled	42	191751	5569493	Escherichia coli / Shigella;99.25%	303	63340	3.51	ESC_IA2018AA_AS
ESC_DA1955AA	AM_LREC-13	traces-0clgWrf;ILLUMINA;Paired;;NA;Uploaded,traces-0gVFiwK;ILLUMINA;Paired;;NA;Uploaded	Food	Poultry	Chicken breast	2010				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1955AA	Assembled	229	243027	5364296	Escherichia coli / Shigella;77.61%	96	761	3.51	ESC_KA8799AA_AS
ESC_DA1960AA	AM_LREC-17	traces-0yFZqww;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1960AA	Assembled	23	143591	5473557	Escherichia coli / Shigella;89.24%	173	47606	3.51	ESC_IA2026AA_AS
ESC_DA1961AA	AM_LREC-18	traces-0ACAVwd;ILLUMINA;Paired;;NA;Uploaded	Food	Poultry	Chicken breast	2009				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1961AA	Assembled	28	242752	5424666	Escherichia coli / Shigella;92.92%	149	24653	3.51	ESC_IA2027AA_AS
ESC_DA1962AA	AM_LREC-24	traces-0kLVmJt;ILLUMINA;Paired;;NA;Uploaded	Food	Poultry	Chicken breast	2009				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1962AA	Assembled	24	79344	5088641	Escherichia coli / Shigella;98.37%	155	54077	3.51	ESC_IA2028AA_AS
ESC_DA1963AA	AM_LREC-26	traces-0wAxNEk;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2010				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1963AA	Assembled	33	202063	5057491	Escherichia coli / Shigella;100.0%	111	13425	3.51	ESC_IA2029AA_AS
ESC_DA1964AA	AM_LREC-23	traces-0poMFxd;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2010				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1964AA	Assembled	41	382819	5084208	Escherichia coli / Shigella;100.0%	80	8142	3.51	ESC_IA2030AA_AS
ESC_DA1968AA	AM_LREC-19	traces-0nPwWNk;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	Avian pathology, internal organs	2008				Europe	Spain							A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1968AA	Assembled	28	146532	5255653	Escherichia coli / Shigella;90.01%	141	44978	3.51	ESC_IA2036AA_AS
ESC_DA1974AA	AM_LREC-28	traces-0AYuBXO;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2006				Europe	Spain	Canary Islands	Las Palmas	Gran Canaria				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1974AA	Assembled	35	314172	5122973	Escherichia coli / Shigella;86.65%	61	7031	3.51	ESC_IA2043AA_AS
ESC_DA1977AA	AM_LREC-34	traces-0sgsLbw;ILLUMINA;Paired;;NA;Uploaded,traces-0RlZhUU;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2009				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-21	2017-11-18	ESC_DA1977AA	Assembled	46	156290	5095053	Escherichia coli / Shigella;97.3%	96	24701	3.51	ESC_IA2047AA_AS
ESC_DA1983AA	AM_LREC-39	traces-0PyRvjW;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Swine	2010				Europe	Spain							A. Mora	Escherichia coli		O25b:H4											2016-05-22	2017-11-19	ESC_DA1983AA	Assembled	26	130968	5420354	Escherichia coli / Shigella;87.93%	154	33504	3.51	ESC_IA2053AA_AS
ESC_DA1984AA	AM_LREC-40	traces-0ZXgRBE;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2004				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-22	2017-11-19	ESC_DA1984AA	Assembled	91	176000	5019651	Escherichia coli / Shigella;98.15%	67	1817	3.51	ESC_IA2054AA_AS
ESC_DA1989AA	AM_LREC-45	traces-0AtpIBM;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2009				Europe	Spain	Cantabria	Cantabria	Santander				A. Mora	Escherichia coli		O16:H5											2016-05-22	2017-11-19	ESC_DA1989AA	Assembled	35	104547	5061749	Escherichia coli / Shigella;99.28%	192	22743	3.51	ESC_IA2059AA_AS
ESC_DA1990AA	AM_LREC-52	traces-0KhfHll;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	Avian feces	2011				Europe	Spain	Galicia	A Coruna					A. Mora	Escherichia coli		O25b:H4											2016-05-22	2017-11-19	ESC_DA1990AA	Assembled	25	191707	5173369	Escherichia coli / Shigella;94.95%	125	47995	3.51	ESC_IA2060AA_AS
ESC_DA1993AA	AM_LREC-49	traces-0tmjzyg;ILLUMINA;Paired;;NA;Uploaded	Wild Animal	Swine	Fecal swab	2014				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-22	2017-11-19	ESC_DA1993AA	Assembled	32	366728	5026108	Escherichia coli / Shigella;100.0%	60	10527	3.51	ESC_IA2064AA_AS
ESC_DA1997AA	AM_LREC-59	traces-0LZYdOp;ILLUMINA;Paired;;NA;Uploaded	Environment	Water/River	Urban Sewage	2009				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-22	2017-11-19	ESC_DA1997AA	Assembled	41	202978	5139042	Escherichia coli / Shigella;97.43%	95	7637	3.51	ESC_IA2069AA_AS
ESC_DA2004AA	AM_LREC-94	traces-0jPWFIy;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2004AA	Assembled	30	93746	5318359	Escherichia coli / Shigella;96.76%	214	47352	3.51	ESC_IA2076AA_AS
ESC_DA2005AA	AM_LREC-95	traces-0fbWalv;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2012				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2005AA	Assembled	31	161411	5170731	Escherichia coli / Shigella;96.39%	155	22056	3.51	ESC_IA2077AA_AS
ESC_DA2007AA	AM_LREC-80	traces-0zpaRIP;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2007AA	Assembled	40	217333	5122551	Escherichia coli / Shigella;98.08%	79	12982	3.51	ESC_IA2079AA_AS
ESC_DA2012AA	AM_LREC-87	traces-0gaDPfF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2012AA	Assembled	33	276328	5082649	Escherichia coli / Shigella;98.72%	119	18466	3.51	ESC_IA2084AA_AS
ESC_DA2013AA	AM_LREC-86	traces-0UAJnJc;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2013AA	Assembled	52	228970	5264888	Escherichia coli / Shigella;85.07%	112	6229	3.51	ESC_IA2085AA_AS
ESC_DA2015AA	AM_LREC-89	traces-0URyLLG;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2012				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2015AA	Assembled	47	173901	5387404	Escherichia coli / Shigella;98.1%	158	6185	3.51	ESC_IA2087AA_AS
ESC_DA2020AA	AM_LREC-71	traces-0kMfdkx;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2007				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2020AA	Assembled	42	191652	5170637	Escherichia coli / Shigella;99.08%	115	15851	3.51	ESC_IA2093AA_AS
ESC_DA2022AA	AM_LREC-73	traces-0VwgBlN;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2008				Europe	Spain	Catalonia	Barcelona	Barcelona				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2022AA	Assembled	51	187963	5220550	Escherichia coli / Shigella;96.98%	150	9430	3.51	ESC_IA2095AA_AS
ESC_DA2023AA	AM_LREC-74	traces-0ctVqjX;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2006				Europe	Spain	Madrid	Madrid	Madrid				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2023AA	Assembled	38	174199	5179182	Escherichia coli / Shigella;95.32%	141	11412	3.51	ESC_IA2096AA_AS
ESC_DA2024AA	AM_LREC-9	traces-0FbsCno;ILLUMINA;Paired;;NA;Uploaded,traces-0wMzcWy;ILLUMINA;Paired;;NA;Uploaded,traces-0CxFYPO;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2009				Europe	Spain	Galicia	A Coruna	Santiago de Compostela				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2024AA	Assembled	92	246642	5416787	Escherichia coli / Shigella;84.02%	152	3309	3.51	ESC_KA8794AA_AS
ESC_DA2025AA	AM_LREC-12	traces-0rQmgpj;ILLUMINA;Paired;;NA;Uploaded,traces-0IMNguW;ILLUMINA;Paired;;NA;Uploaded	Food	Poultry	Chicken breast	2009				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2025AA	Assembled	38	188664	5214423	Escherichia coli / Shigella;88.08%	106	9276	3.51	ESC_IA2100AA_AS
ESC_DA2026AA	AM_LREC-36	traces-0boDxWa;ILLUMINA;Paired;;NA;Uploaded,traces-0KRPsiy;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2006				Europe	Spain	Galicia	Pontevedra	Vigo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2026AA	Assembled	45	322873	4927813	Escherichia coli / Shigella;100.0%	78	8558	3.51	ESC_IA2102AA_AS
ESC_DA2034AA	AM_LREC-67	traces-0UdcHNP;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2014				Europe	Spain	Asturias	Asturias	Oviedo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2034AA	Assembled	44	181011	5362977	Escherichia coli / Shigella;94.66%	117	18220	3.51	ESC_IA2110AA_AS
ESC_DA2035AA	AM_LREC-68	traces-0aBaBFz;ILLUMINA;Paired;;NA;Uploaded,traces-0GVSdcU;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2015				Europe	Spain	Asturias	Asturias	Oviedo				A. Mora	Escherichia coli		O25b:H4											2016-05-23	2017-11-20	ESC_DA2035AA	Assembled	68	204841	5180353	Escherichia coli / Shigella;96.01%	100	5653	3.51	ESC_IA2112AA_AS
ESC_DA9447AA	E61BA	ERR501408;ILLUMINA;Paired;250;ERX466765;SRA	Human	Human	Homo sapiens; abscess	2008				Europe	Spain							IBBTEC	Escherichia coli		O25B:H4						PRJEB6262	ERP005760		SAMEA2500548	ERS450221	2016-07-01	2014-08-08	ESC_DA9447AA	Assembled	238	208892	5156954	Escherichia coli / Shigella;94.37%	155	2880	3.41	ESC_HA1973AA_AS
ESC_DA9448AA	E35BA	ERR501407;ILLUMINA;Paired;250;ERX466764;SRA	Human	Human	Homo sapiens; urine	2008				Europe	Spain							IBBTEC	Escherichia coli		O25B:H4						PRJEB6262	ERP005760		SAMEA2500546	ERS450219	2016-07-01	2014-08-08	ESC_DA9448AA	Assembled	236	185085	5226276	Escherichia coli / Shigella;97.45%	237	3937	3.41	ESC_HA1972AA_AS
ESC_DA9449AA	E2022	ERR501406;ILLUMINA;Paired;250;ERX466763;SRA	Human	Human	Homo sapiens; urine	2006				Europe	Spain							IBBTEC	Escherichia coli		O25B:H4						PRJEB6262	ERP005760		SAMEA2500547	ERS450220	2016-07-01	2014-08-08	ESC_DA9449AA	Assembled	151	187575	5287063	Escherichia coli / Shigella;98.55%	179	2062	3.41	ESC_HA1971AA_AS
ESC_DA9450AA	FV9873	ERR501405;ILLUMINA;Paired;250;ERX466762;SRA	Human	Human	Homo sapiens; urine	2007				Europe	Spain							IBBTEC	Escherichia coli		O25B:H4						PRJEB6262	ERP005760		SAMEA2500545	ERS450218	2016-07-01	2014-08-08	ESC_DA9450AA	Assembled	206	167039	5150349	Escherichia coli / Shigella;98.14%	144	2494	3.41	ESC_HA1970AA_AS
ESC_EA1094AA	AM_LREC-98	traces-0exQXXQ;ILLUMINA;Paired;;NA;Uploaded,traces-0rxqzaF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2012				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O25b:H4											2016-07-19	2018-07-21	ESC_EA1094AA	Assembled	104	164069	5283281	Escherichia coli / Shigella;94.02%	154	3967	3.51	ESC_KA8795AA_AS
ESC_EA1096AA	AM_LREC-90	traces-0LDPcPW;ILLUMINA;Paired;;NA;Uploaded,traces-0wKKEGu;ILLUMINA;Paired;;NA;Uploaded,traces-0ipZmsF;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Human	2012				Europe	Spain	Galicia	Lugo	Lugo				A. Mora	Escherichia coli		O16:H5											2016-07-19	2018-01-16	ESC_EA1096AA	Assembled	68	62219	5222429	Escherichia coli / Shigella;99.01%	263	49333	4.1	ESC_BB9014AA_AS
ESC_FA4491AA	Eco8314	ERR1656450;ILLUMINA;Paired;345;ERX1726768;SRA				2016	2	25		Europe	Spain							Instituto de Salud Carlos III	Escherichia coli								PRJEB15503	ERP017269		SAMEA4464685	ERS1363864	2016-11-27	2016-11-26	ESC_FA4491AA	Assembled	70	251076	5330307	Escherichia coli / Shigella;95.53%	87	2611	3.51	ESC_KA2535AA_AS
ESC_FA9051AA	AM_LREC-109	ERR1841176;ILLUMINA;Paired;500;ERX1903153;SRA	Livestock	Swine	Pork	2011				Europe	Spain							WARWICK UNIVERSITY	Escherichia coli		O25B:H4						PRJEB19190	ERP021173		SAMEA92141668	ERS1560970	2017-02-22	2019-02-12	ESC_FA9051AA	Assembled	90	182305	5440334	Escherichia coli / Shigella;94.44%	115	7657	3.61	ESC_LA3505AA_AS
ESC_FA9052AA	AM_LREC-128	ERR1841175;ILLUMINA;Paired;500;ERX1903152;SRA	Poultry	Avian	chicken breast	2016				Europe	Spain							WARWICK UNIVERSITY	Escherichia coli		O25B						PRJEB19190	ERP021173		SAMEA92140918	ERS1560969	2017-02-22	2019-02-12	ESC_FA9052AA	Assembled	216	313295	5310886	Escherichia coli / Shigella;83.07%	86	1472	3.61	ESC_LA3504AA_AS
ESC_FA9055AA	AM_LREC-63	ERR1841172;ILLUMINA;Paired;500;ERX1903149;SRA	Environment	Water/River	river water	2010				Europe	Spain							WARWICK UNIVERSITY	Escherichia coli		O25B:H4						PRJEB19190	ERP021173		SAMEA92138668	ERS1560966	2017-02-22	2019-02-12	ESC_FA9055AA	Assembled	370	204229	5331221	Escherichia coli / Shigella;89.58%	141	1405	3.61	ESC_LA3901AA_AS
