Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_MA0299AA	365	SRR8533600;ILLUMINA;Paired;;SRX5336280;SRA	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875652	SRS4329555	2019-03-03	2019-02-28	ESC_MA0299AA	Assembled	76	130480	5008490	Escherichia coli / Shigella;100.0%	181	55659	4	ESC_XA1242AA_AS
ESC_MA0331AA	193	SRR8533632;ILLUMINA;Paired;;SRX5336248;SRA	Human	Human	Homo sapiens; bloodstream isolates	2013				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875481	SRS4329524	2019-03-03	2019-02-28	ESC_MA0331AA	Assembled	115	95036	5060906	Escherichia coli / Shigella;95.83%	195	48363	4	ESC_XA1210AA_AS
ESC_MA0478AA	82	SRR8533779;ILLUMINA;Paired;;SRX5336101;SRA	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875370	SRS4329378	2019-03-03	2019-02-28	ESC_MA0478AA	Assembled	80	176161	4921545	Escherichia coli / Shigella;100.0%	121	21607	4	ESC_XA1063AA_AS
ESC_MA5585AA	M34	traces-0kzGfIT;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	10	4		North America	Canada	Ontario						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-11	2019-05-11	ESC_MA5585AA	Assembled	511	138651	4746298	Escherichia coli / Shigella;93.55%	145	36352	4	ESC_ZA2401AA_AS
ESC_MA5588AA	M70	traces-0Qdeefd;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	9	27		North America	Canada	Alberta						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-11	2019-05-11	ESC_MA5588AA	Assembled	378	106303	5376762	Escherichia coli / Shigella;94.88%	236	70034	4	ESC_ZA2404AA_AS
ESC_MA5590AA	M94	traces-0RbrDcM;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	8	26		North America	Canada	Quebec						David Erickson	Escherichia coli				Pathogen	ExPEC		3			Mastitis			2019-05-11	2019-05-11	ESC_MA5590AA	Assembled	288	210835	4703169	Escherichia coli / Shigella;88.56%	91	22158	4	ESC_ZA2406AA_AS
ESC_MA5591AA	M106	traces-0UcgyAj;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2008	3	3		North America	Canada	Atlantic						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-11	2019-05-11	ESC_MA5591AA	Assembled	445	128719	4748814	Escherichia coli / Shigella;94.92%	152	37435	4	ESC_ZA2408AA_AS
ESC_MA5592AA	M23	traces-0nsxniv;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	5	8		North America	Canada	Atlantic						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-11	2019-05-11	ESC_MA5592AA	Assembled	526	150563	4864425	Escherichia coli / Shigella;95.1%	118	24990	4	ESC_ZA2409AA_AS
ESC_MA5669AA	M59	traces-0fUPWhC;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	12	20		North America	Canada	Alberta						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-13	2019-05-13	ESC_MA5669AA	Assembled	327	230665	5030147	Escherichia coli / Shigella;93.65%	120	8703	4	ESC_ZA2569AA_AS
ESC_MA5673AA	M107	traces-0FeXuTJ;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2008	6	4		North America	Canada	Ontario						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-13	2019-05-13	ESC_MA5673AA	Assembled	303	126297	4862917	Escherichia coli / Shigella;98.98%	180	76799	4	ESC_ZA2573AA_AS
ESC_MA5674AA	M24	traces-0oxwADV;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	7	13		North America	Canada	Ontario						David Erickson	Escherichia coli				Pathogen	ExPEC		3			Mastitis			2019-05-13	2019-05-13	ESC_MA5674AA	Assembled	197	185977	4924696	Escherichia coli / Shigella;100.0%	93	25079	4	ESC_ZA2574AA_AS
ESC_MA6018AA	M85	traces-0DRZszN;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	6	14		North America	Canada	Alberta						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-20	2019-05-20	ESC_MA6018AA	Assembled	351	116489	4841510	Escherichia coli / Shigella;93.54%	167	25750	4	ESC_ZA3235AA_AS
ESC_MA6020AA	M109	traces-0LDXPwg;ILLUMINA;Paired;;NA;Uploaded,traces-0AcysNx;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2016	6	4		North America	Canada	Alberta						David Erickson	Escherichia coli				Pathogen	ExPEC		3			Mastitis			2023-03-16	2023-03-16	ESC_MA6020AA	Assembled	163	112907	4705087	Escherichia coli / Shigella;98.96%	123	20789	4.1	ESC_IC3196AA_AS
ESC_MA6037AA	M52	traces-0WNxynX;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2007	4	15		North America	Canada	Alberta						David Erickson	Escherichia coli				Pathogen	ExPEC		1			Mastitis			2019-05-21	2019-05-21	ESC_MA6037AA	Assembled	450	163979	4896484	Escherichia coli / Shigella;93.13%	162	19273	4	ESC_ZA3261AA_AS
ESC_MA6038AA	M64	traces-0TAmOfr;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2008	6	8		North America	Canada	Quebec						David Erickson	Escherichia coli				Pathogen	ExPEC		3			Mastitis			2019-05-21	2019-05-21	ESC_MA6038AA	Assembled	420	101966	4796497	Escherichia coli / Shigella;90.04%	191	26550	4	ESC_ZA3262AA_AS
ESC_OA0472AA	79443	SRR10112532;ILLUMINA;Paired;;SRX6842065;SRA	Human	Human	Homo sapiens; Age: 66; male; urine	2008	1	16		North America	Canada	Nova Scotia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731318	SRS5381645	2019-09-13	2019-09-13	ESC_OA0472AA	Assembled	115	180145	4908211	Escherichia coli / Shigella;93.33%	111	17388	4.1	ESC_FB2088AA_AS
ESC_OA2082AA	84208	SRR10137679;ILLUMINA;Paired;;SRX6865765;SRA	Human	Human	Homo sapiens; Age: 51; male; blood	2008	12	4		North America	Canada	British Columbia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731363	SRS5403174	2019-09-20	2019-09-18	ESC_OA2082AA	Assembled	151	48158	5031941	Escherichia coli / Shigella;96.3%	226	51414	4.1	ESC_FB3948AA_AS
ESC_OA2172AA	88950	SRR10155240;ILLUMINA;Paired;;SRX6880663;SRA	Human	Human	Homo sapiens; Age: 66; male; blood	2009	8	9		North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731400	SRS5415529	2019-09-21	2019-09-20	ESC_OA2172AA	Assembled	158	251658	4904960	Escherichia coli / Shigella;89.2%	104	12985	4.1	ESC_FB4139AA_AS
ESC_OA2174AA	89384	SRR10155242;ILLUMINA;Paired;;SRX6880661;SRA	Human	Human	Homo sapiens; Age: 74; male; blood	2009	8	1		North America	Canada	British Columbia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731404	SRS5415527	2019-09-21	2019-09-20	ESC_OA2174AA	Assembled	135	193290	4921573	Escherichia coli / Shigella;98.59%	104	24634	4.1	ESC_FB4137AA_AS
ESC_OA4038AA	103133	SRR10233483;ILLUMINA;Paired;;SRX6952719;SRA	Human	Human	Homo sapiens; Age: 25; male; blood	2012	5	1		North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731522	SRS5480259	2019-10-06	2019-10-04	ESC_OA4038AA	Assembled	205	119275	4678307	Escherichia coli / Shigella;97.75%	119	17680	4.1	ESC_FB7647AA_AS
ESC_OA5162AA	80057	SRR10270321;ILLUMINA;Paired;;SRX6983537;SRA	Human	Human	Homo sapiens; Age: 81; female; urine	2008	1	5		North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731325	SRS5507954	2019-10-18	2019-10-12	ESC_OA5162AA	Assembled	132	124836	4910683	Escherichia coli / Shigella;90.32%	126	14745	4.1	ESC_FB9379AA_AS
ESC_OA7426AA	N18-04097	SRR9333755;ILLUMINA;Paired;;SRX6100244;SRA	Human	Human	Homo sapiens; Rectum	2018				North America	Canada					52.94	-73.55	National Microbiology Laboratory	Escherichia coli								PRJNA534306	SRP202057		SAMN11506046	SRS5000756	2019-11-10	2019-07-14	ESC_OA7426AA	Assembled	110	122817	5167970	Escherichia coli / Shigella;90.39%	186	160613	4.1	ESC_GB2485AA_AS
ESC_QA1984AA	O11:H4	SRR10971379;ILLUMINA;Paired;;SRX7636884;SRA	Human	Human	Homo sapiens	2009				North America	Canada	Ontario		Toronto				National Microbiology Laboratory	Escherichia coli		O11:H4						PRJNA273513	SRP100528		SAMN13927610	SRS6067519	2020-02-14	2020-01-27	ESC_QA1984AA	Assembled	144	103343	5277454	Escherichia coli / Shigella;95.82%	231	59686	4.1	ESC_IB8327AA_AS
ESC_QA2158AA	CAP28	SRR10958916;ILLUMINA;Paired;;SRX7625039;SRA	Livestock	Bovine	Bos taurus; Cattle feces	2014	8	19		North America	Canada	Alberta	High River					LETHBRIDGE RESEARCH CENTRE	Escherichia coli		O5:H32						PRJNA601484	SRP243806		SAMN13870030	SRS6056932	2020-02-14	2020-01-28	ESC_QA2158AA	Assembled	111	79113	5397821	Escherichia coli / Shigella;98.68%	200	33099	4.1	ESC_IB5827AA_AS
ESC_QA2167AA	CAP45	SRR10958925;ILLUMINA;Paired;;SRX7625030;SRA	Livestock	Bovine	Bos taurus; Cattle feces	2015	5	19		North America	Canada	Alberta	High River					LETHBRIDGE RESEARCH CENTRE	Escherichia coli		O157:H12						PRJNA601484	SRP243806		SAMN13870047	SRS6056923	2020-02-14	2020-01-28	ESC_QA2167AA	Assembled	100	206230	4767729	Escherichia coli / Shigella;94.45%	89	20930	4.1	ESC_IB5818AA_AS
ESC_QA2170AA	CAP42	SRR10958928;ILLUMINA;Paired;;SRX7625027;SRA	Livestock	Bovine	Bos taurus; Cattle feces	2015	3	10		North America	Canada	Alberta	High River					LETHBRIDGE RESEARCH CENTRE	Escherichia coli		O26:H32						PRJNA601484	SRP243806		SAMN13870044	SRS6056919	2020-02-14	2020-01-28	ESC_QA2170AA	Assembled	147	250898	4777934	Escherichia coli / Shigella;94.22%	66	26895	4.1	ESC_IB5815AA_AS
ESC_QA2173AA	CAP40	SRR10958931;ILLUMINA;Paired;;SRX7625024;SRA	Livestock	Bovine	Bos taurus; Cattle feces	2014	12	9		North America	Canada	Alberta	High River					LETHBRIDGE RESEARCH CENTRE	Escherichia coli		O53:H32						PRJNA601484	SRP243806		SAMN13870042	SRS6056917	2020-02-14	2020-01-28	ESC_QA2173AA	Assembled	145	215526	4671469	Escherichia coli / Shigella;96.67%	87	12948	4.1	ESC_IB5812AA_AS
ESC_QA2178AA	CAP35	SRR10958936;ILLUMINA;Paired;;SRX7625019;SRA	Livestock	Bovine	Bos taurus; Cattle feces	2014	9	23		North America	Canada	Alberta	High River					LETHBRIDGE RESEARCH CENTRE	Escherichia coli		O45:H45						PRJNA601484	SRP243806		SAMN13870037	SRS6056912	2020-02-14	2020-01-28	ESC_QA2178AA	Assembled	99	88814	5127560	Escherichia coli / Shigella;95.89%	188	30366	4.1	ESC_IB5807AA_AS
ESC_QA4417AA	HVH_209_4_3062651_	SRR8541616;ILLUMINA;Paired;;SRX5343895;SRA	Human	Human	Homo_sapiens; female; urine	2013	3			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821390	SRS4337100	2020-02-14	2020-01-24	ESC_QA4417AA	Assembled	318	201357	4790813	Escherichia coli / Shigella;92.69%	123	14329	4.1	ESC_IB7724AA_AS
ESC_QA4437AA	ecoli_366	SRR8541636;ILLUMINA;Paired;;SRX5343875;SRA	Human	Human	Homo_sapiens; female; urine	2013	11			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821469	SRS4336503	2020-02-14	2020-01-24	ESC_QA4437AA	Assembled	286	89257	5110369	Escherichia coli / Shigella;98.69%	236	52450	4.1	ESC_IB7704AA_AS
ESC_QA4444AA	3_073_06_S1_C2	SRR8541643;ILLUMINA;Paired;;SRX5343868;SRA	Human	Human	Homo_sapiens; female; urine	2014	8			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821569	SRS4336496	2020-02-14	2020-01-24	ESC_QA4444AA	Assembled	299	91991	5196420	Escherichia coli / Shigella;97.85%	210	16820	4.1	ESC_IB7697AA_AS
ESC_QA4538AA	UMEA_3174_1	SRR8541351;ILLUMINA;Paired;;SRX5343774;SRA	Human	Human	Homo_sapiens; female; urine	2013	5			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821403	SRS4336883	2020-02-14	2020-01-24	ESC_QA4538AA	Assembled	289	149380	5027697	Escherichia coli / Shigella;100.0%	177	34371	4.1	ESC_IB7603AA_AS
ESC_QA4564AA	3_073_06_S1_C2	SRR8541377;ILLUMINA;Paired;;SRX5343748;SRA	Human	Human	Homo_sapiens; female; urine	2014	1			North America	Canada	Ontario		Toronto		45.5048	-73.5772	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821499	SRS4336415	2020-02-14	2020-01-24	ESC_QA4564AA	Assembled	329	103051	5335274	Escherichia coli / Shigella;97.14%	255	29028	4.1	ESC_IB7577AA_AS
ESC_QA4591AA	ecoli_260	SRR8541404;ILLUMINA;Paired;;SRX5343721;SRA	Human	Human	Homo_sapiens; female; urine	2012	12			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821353	SRS4336394	2020-02-14	2020-01-24	ESC_QA4591AA	Assembled	103	230550	4613651	Escherichia coli / Shigella;95.34%	56	20690	4.1	ESC_IB7550AA_AS
ESC_QA4620AA	UMEA_3174_1	SRR8541433;ILLUMINA;Paired;;SRX5343692;SRA	Human	Human	Homo_sapiens; female; urine	2013	10			North America	Canada	Ontario		Toronto		43.5329	-80.2262	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821447	SRS4336365	2020-02-14	2020-01-24	ESC_QA4620AA	Assembled	285	114377	5029540	Escherichia coli / Shigella;100.0%	173	14681	4.1	ESC_IB7521AA_AS
ESC_QA4654AA	ecoli_316	SRR8541467;ILLUMINA;Paired;;SRX5343658;SRA	Human	Human	Homo_sapiens; female; urine	2012	10			North America	Canada	Ontario		Toronto		49.2606	-123.246	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821302	SRS4336331	2020-02-14	2020-01-24	ESC_QA4654AA	Assembled	300	171001	4858637	Escherichia coli / Shigella;98.55%	97	24523	4.1	ESC_IB7487AA_AS
ESC_QA4730AA	7_233_03_S4_C1	SRR8541543;ILLUMINA;Paired;;SRX5343582;SRA	Human	Human	Homo_sapiens; female; urine	2012	11			North America	Canada	Ontario		Toronto		43.6629	-79.3957	The University of British Columbia	Escherichia coli								PRJNA516477	SRP184283		SAMN10821326	SRS4336255	2020-02-14	2020-01-24	ESC_QA4730AA	Assembled	172	159368	4692778	Escherichia coli / Shigella;97.23%	94	13173	4.1	ESC_IB7411AA_AS
ESC_QA8936AA	ECR-051	SRR11445041;ILLUMINA;Paired;;SRX8022864;SRA	Environment	Water/River	Catch Basin	2014				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465546	SRS6395605	2020-03-31	2020-03-29	ESC_QA8936AA	Assembled	203	118350	4883303	Escherichia coli / Shigella;93.75%	115	35578	4.1	ESC_KB0979AA_AS
ESC_QA8944AA	ECR-056	SRR11445049;ILLUMINA;Paired;;SRX8022856;SRA	Environment	Water/River	Catch Basin	2014				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465545	SRS6395597	2020-03-31	2020-03-29	ESC_QA8944AA	Assembled	235	145139	5046652	Escherichia coli / Shigella;97.19%	138	19663	4.1	ESC_KB0971AA_AS
