Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_BA0981AA	2013C-3293	SRR1999115;ILLUMINA;Paired;;SRX1011158;NEW			Age: 50-59; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03569093	SRS923096	2015-08-27	2015-04-30	ESC_BA0981AA	Assembled	105.17	168021	5314701	Escherichia coli / Shigella;100.0%	257	10413	ESC_BA0016AA_AS	2.2
ESC_BA0983AA	2012C-4570	SRR1999114;ILLUMINA;Paired;;SRX1011157;NEW								North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03569092	SRS923097	2015-08-27	2015-04-30	ESC_BA0983AA	Assembled	100.62	128964	5459089	Escherichia coli / Shigella;99.09%	239	15918	ESC_CA0464AA_AS	2.2
ESC_BA1013AA	PNUSAE000526	SRR1999098;ILLUMINA;Paired;500;SRX1011141;NEW								North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03567162	SRS923080	2015-08-27	2015-04-27	ESC_BA1013AA	Assembled	97.54	156007	5443747	Escherichia coli / Shigella;99.21%	276	7881	ESC_CA4841AA_AS	2.2
ESC_BA1165AA	PNUSAE000466	SRR1964570;ILLUMINA;Paired;500;SRX986531;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03465550	SRS901430	2015-08-27	2015-04-10	ESC_BA1165AA	Assembled	71.72	158288	5448596	Escherichia coli / Shigella;99.24%	279	10573	ESC_BA6320AA_AS	2.2
ESC_BA1799AA	PNUSAE000191	SRR1922550;ILLUMINA;Paired;500;SRX962832;NEW			Age: 30-39; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03294836	SRS878262	2015-08-27	2015-03-20	ESC_BA1799AA	Assembled	0	77979	5708004	Escherichia coli / Shigella;98.95%	439	72518	ESC_BA5579AA_AS	2.2
ESC_BA1947AA	2015C-3265	SRR10902859;ILLUMINA;Paired;;SRX7571029;SRA,SRR1913712;ILLUMINA;Paired;500;SRX955128;NEW,SRR11004754;ILLUMINA;Paired;;SRX7665548;SRA,SRR11004752;ILLUMINA;Paired;;SRX7665546;SRA,SRR11004749;ILLUMINA;Paired;;SRX7665543;SRA,SRR11004728;ILLUMINA;Paired;;SRX7665540;SRA,SRR10980202;ILLUMINA;Paired;;SRX7642926;SRA,SRR10919337;ILLUMINA;Paired;;SRX7586541;SRA,SRR10917946;ILLUMINA;Paired;;SRX7585259;SRA,SRR10902700;ILLUMINA;Paired;;SRX7570874;SRA,SRR13067862;ILLUMINA;Paired;;SRX9515409;SRA			Age: 40-49; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03394915	SRS873054	2015-08-27	2015-03-12	ESC_BA1947AA	Assembled	0	144893	5324559	Escherichia coli / Shigella;98.38%	282	5498	ESC_BA6499AA_AS	2.2
ESC_BA2027AA	PNUSAE000260	SRR1870174;ILLUMINA;Paired;500;SRX913345;NEW								North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03381201	SRS868539	2015-08-27	2015-03-10	ESC_BA2027AA	Assembled	97.79	168021	5347545	Escherichia coli / Shigella;98.32%	256	7547	ESC_AA9046AA_AS	2.2
ESC_BA2029AA	PNUSAE000259	SRR1870109;ILLUMINA;Paired;500;SRX913333;NEW			Age: 5-9; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03381200	SRS868535	2015-08-27	2015-03-10	ESC_BA2029AA	Assembled	65.97	116946	5766410	Escherichia coli / Shigella;98.96%	327	16715	ESC_BA5937AA_AS	2.2
ESC_BA2084AA	PNUSAE000272	SRR1822540;ILLUMINA;Paired;500;SRX894091;NEW			Age: 20-29; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379991	SRS860096	2015-08-27	2015-03-02	ESC_BA2084AA	Assembled	124.52	140961	5552055	Escherichia coli / Shigella;99.18%	277	7571	ESC_BA4101AA_AS	2.2
ESC_BA2086AA	PNUSAE000270	SRR1822539;ILLUMINA;Paired;500;SRX894090;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379990	SRS860097	2015-08-27	2015-03-02	ESC_BA2086AA	Assembled	134.04	155890	5449457	Escherichia coli / Shigella;99.3%	321	8720	ESC_BA0632AA_AS	2.2
ESC_BA2088AA	PNUSAE000269	SRR1822538;ILLUMINA;Paired;500;SRX894089;NEW			Age: 20-29; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379989	SRS860098	2015-08-27	2015-03-02	ESC_BA2088AA	Assembled	131.81	137944	5542708	Escherichia coli / Shigella;98.87%	390	11010	ESC_AA8526AA_AS	2.2
ESC_BA2090AA	PNUSAE000268	SRR1822537;ILLUMINA;Paired;500;SRX894088;NEW			Age: 20-29; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379988	SRS860099	2015-08-27	2015-03-02	ESC_BA2090AA	Assembled	0	138086	5494320	Escherichia coli / Shigella;97.92%	311	10063	ESC_CA0106AA_AS	2.2
ESC_BA2092AA	PNUSAE000267	SRR1822536;ILLUMINA;Paired;500;SRX894087;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379987	SRS860100	2015-08-27	2015-03-02	ESC_BA2092AA	Assembled	91.71	167660	5471310	Escherichia coli / Shigella;99.62%	280	8018	ESC_CA1220AA_AS	2.2
ESC_BA2094AA	PNUSAE000266	SRR1822535;ILLUMINA;Paired;500;SRX894086;NEW			Age: 5-9; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379986	SRS860090	2015-08-27	2015-03-02	ESC_BA2094AA	Assembled	0	130608	5504710	Escherichia coli / Shigella;98.43%	330	10557	ESC_CA0517AA_AS	2.2
ESC_BA2097AA	PNUSAE000265	SRR1822534;ILLUMINA;Paired;500;SRX894085;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379985	SRS860101	2015-08-27	2015-03-02	ESC_BA2097AA	Assembled	95.21	167660	5461383	Escherichia coli / Shigella;99.58%	263	9373	ESC_BA0402AA_AS	2.2
ESC_BA2099AA	PNUSAE000264	SRR1822533;ILLUMINA;Paired;500;SRX894084;NEW			Age: 30-39; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379984	SRS860102	2015-08-27	2015-03-02	ESC_BA2099AA	Assembled	0	128724	5535172	Escherichia coli / Shigella;98.1%	350	11492	ESC_BA5744AA_AS	2.2
ESC_BA2101AA	PNUSAE000263	SRR1822532;ILLUMINA;Paired;500;SRX894083;NEW			Age: 20-29; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379983	SRS860103	2015-08-27	2015-03-02	ESC_BA2101AA	Assembled	0	168012	5352076	Escherichia coli / Shigella;98.89%	294	5888	ESC_BA9256AA_AS	2.2
ESC_BA2103AA	PNUSAE000262	SRR1822531;ILLUMINA;Paired;500;SRX894082;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379982	SRS860104	2015-08-27	2015-03-02	ESC_BA2103AA	Assembled	96.29	138086	5483485	Escherichia coli / Shigella;98.89%	310	10144	ESC_BA3100AA_AS	2.2
ESC_BA2105AA	PNUSAE000261	SRR1822530;ILLUMINA;Paired;500;SRX894081;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03379981	SRS860089	2015-08-27	2015-03-02	ESC_BA2105AA	Assembled	109.36	138086	5454994	Escherichia coli / Shigella;99.66%	306	8216	ESC_CA2221AA_AS	2.2
ESC_BA2209AA	PNUSAE000277	SRR1813673;ILLUMINA;Paired;500;SRX886082;NEW			Age: 40-49; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354241	SRS852994	2015-08-27	2015-02-23	ESC_BA2209AA	Assembled	98.31	167660	5349796	Escherichia coli / Shigella;98.06%	284	8236	ESC_CA4129AA_AS	2.2
ESC_BA2210AA	PNUSAE000276	SRR1813672;ILLUMINA;Paired;500;SRX886081;NEW			Age: 20-29; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354240	SRS852995	2015-08-27	2015-02-23	ESC_BA2210AA	Assembled	98.22	128724	5684383	Escherichia coli / Shigella;97.53%	326	12727	ESC_BA4935AA_AS	2.2
ESC_BA2211AA	PNUSAE000275	SRR1813671;ILLUMINA;Paired;500;SRX886080;NEW			Age: 10-19					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354239	SRS852996	2015-08-27	2015-02-23	ESC_BA2211AA	Assembled	87.62	138086	5483737	Escherichia coli / Shigella;98.89%	307	13379	ESC_BA0838AA_AS	2.2
ESC_BA2212AA	PNUSAE000274	SRR1813670;ILLUMINA;Paired;500;SRX886078;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354238	SRS852990	2015-08-27	2015-02-23	ESC_BA2212AA	Assembled	0	132455	5732631	Escherichia coli / Shigella;98.48%	368	22757	ESC_BA7915AA_AS	2.2
ESC_BA2214AA	PNUSAE000258	SRR1813668;ILLUMINA;Paired;500;SRX886076;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354236	SRS852982	2015-08-27	2015-02-23	ESC_BA2214AA	Assembled	182.36	155684	5465081	Escherichia coli / Shigella;98.0%	278	6853	ESC_AA8397AA_AS	2.2
ESC_BA2215AA	PNUSAE000273	SRR1813667;ILLUMINA;Paired;500;SRX886075;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03354237	SRS852984	2015-08-27	2015-02-23	ESC_BA2215AA	Assembled	137.92	158069	5475877	Escherichia coli / Shigella;99.28%	300	10832	ESC_EA5214AA_AS	2.2
ESC_BA2226AA	PNUSAE000285	SRR1811832;ILLUMINA;Paired;500;SRX884389;NEW			Age: 10-19; stool					North America	United States							EDLB-CDC	Escherichia coli								PRJNA218110	SRP046387		SAMN03351335	SRS851391	2015-08-27	2015-02-20	ESC_BA2226AA	Assembled	101.32	140961	5369790	Escherichia coli / Shigella;99.62%	276	8957	ESC_CA2856AA_AS	2.2
ESC_BA2496AA	PNUSAE000230	SRR1793818;ILLUMINA;Paired;500;SRX869250;NEW			Age: 5-9; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03332160	SRS840032	2015-08-27	2015-02-09	ESC_BA2496AA	Assembled	107.79	167660	5375282	Escherichia coli / Shigella;99.63%	282	10281	ESC_CA6394AA_AS	2.2
ESC_BA2951AA	PNUSAE000226	SRR1785156;ILLUMINA;Paired;500;SRX864128;NEW			stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03295012	SRS834988	2015-08-27	2015-02-04	ESC_BA2951AA	Assembled	75.09	131995	5661458	Escherichia coli / Shigella;97.81%	413	12154	ESC_BA4534AA_AS	2.2
ESC_BA3226AA	PNUSAE000141	SRR1752451;ILLUMINA;Paired;500;SRX838546;NEW			Age: 90-99; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03272829	SRS815312	2015-08-27	2015-01-12	ESC_BA3226AA	Assembled	39.59	37321	5381368	Escherichia coli / Shigella;98.79%	560	77461	ESC_BA5724AA_AS	2.2
ESC_BA3237AA	PNUSAE000046	SRR1750629;ILLUMINA;Paired;500;SRX836676;NEW			Age: 10-19; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03277085	SRS814084	2015-08-27	2015-01-09	ESC_BA3237AA	Assembled	58.92	112956	5392202	Escherichia coli / Shigella;99.0%	316	11568	ESC_CA4127AA_AS	2.2
ESC_BA3244AA	PNUSAE000143	SRR1738027;ILLUMINA;Paired;500;SRX826412;NEW			Age: 20-29; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03272831	SRS805936	2015-08-27	2015-01-02	ESC_BA3244AA	Assembled	41.56	66118	5360175	Escherichia coli / Shigella;100.0%	361	43670	ESC_BA0291AA_AS	2.2
ESC_BA3246AA	PNUSAE000139	SRR1738025;ILLUMINA;Paired;500;SRX826410;NEW			Age: 20-29; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03272827	SRS805935	2015-08-27	2015-01-02	ESC_BA3246AA	Assembled	65.86	108101	5632498	Escherichia coli / Shigella;99.69%	347	24191	ESC_CA0024AA_AS	2.2
ESC_BA3254AA	PNUSAE000159	SRR1738016;ILLUMINA;Paired;500;SRX826401;NEW			Age: 10-19; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03272690	SRS805923	2015-08-27	2015-01-02	ESC_BA3254AA	Assembled	193.04	137915	5368985	Escherichia coli / Shigella;98.78%	363	4156	ESC_BA5248AA_AS	2.2
ESC_BA3264AA	2014C-4642	SRR1732297;ILLUMINA;Paired;500;SRX821617;NEW								North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03272072	SRS801363	2015-08-27	2014-12-22	ESC_BA3264AA	Assembled	0	167976	5344658	Escherichia coli / Shigella;100.0%	237	6557	ESC_CA1307AA_AS	2.2
ESC_BA3314AA	FSIS1400369	SRR1693413;ILLUMINA;Paired;500;SRX796237;NEW	Livestock	Bovine	cow; animal cattle heifer	2014				North America	United States	Illinois						FOOD AND DRUG ADMINISTRATION, CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Escherichia coli		O145						PRJNA268206	SRP050539		SAMN03216751	SRS779694	2015-08-27	2014-12-04	ESC_BA3314AA	Assembled	41.73	141529	5346164	Escherichia coli / Shigella;98.94%	213	26828	ESC_BA0103AA_AS	2.2
ESC_BA3323AA	PNUSAE00098	SRR1692334;ILLUMINA;Paired;500;SRX795196;NEW,SRR2550601;ILLUMINA;Paired;;SRX1301635;NEW			Age: 10-19; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03247767	SRS778699	2015-08-27	2014-12-03	ESC_BA3323AA	Assembled	66.98	160706	5340439	Escherichia coli / Shigella;98.95%	210	10215	ESC_CA4980AA_AS	2.2
ESC_BA3586AA	PNUSAE000009	SRR1640151;ILLUMINA;Paired;500;SRX751025;NEW			Age: 0-4; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03160513	SRS736793	2015-08-27	2014-11-04	ESC_BA3586AA	Assembled	55.1	111701	5502813	Escherichia coli / Shigella;98.03%	280	26000	ESC_BA5622AA_AS	2.2
ESC_BA3719AA	2014C-4056	SRR11004719;ILLUMINA;Paired;;SRX7665531;SRA,SRR10949204;ILLUMINA;Paired;;SRX7616262;SRA,SRR10919445;ILLUMINA;Paired;;SRX7586645;SRA,SRR10917944;ILLUMINA;Paired;;SRX7585257;SRA,SRR10902850;ILLUMINA;Paired;;SRX7571020;SRA,SRR10902693;ILLUMINA;Paired;;SRX7570867;SRA,SRR1610037;ILLUMINA;Paired;500;SRX730658;NEW,SRR11004722;ILLUMINA;Paired;;SRX7665534;SRA,SRR11004721;ILLUMINA;Paired;;SRX7665533;SRA,SRR11004720;ILLUMINA;Paired;;SRX7665532;SRA			Age: 10-19; stool					North America	United States							Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	Escherichia coli								PRJNA218110	SRP046387		SAMN03098223	SRS719852	2015-08-27	2014-10-11	ESC_BA3719AA	Assembled	127.88	138056	5372520	Escherichia coli / Shigella;100.0%	280	5997	ESC_CA3108AA_AS	2.2
