Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_FA4718AA	E2014_5	SRR5075698;ILLUMINA;Paired;;SRX2394641;SRA	Environment	Water/River	Tap Water					Oceania	Australia	Australian Capital Territory		Canberra				Australian National University	Escherichia coli								PRJNA356186	SRP094538		SAMN06109002	SRS1835985	2016-12-06	2016-12-06	ESC_FA4718AA	Assembled	52	124577	4682747	Escherichia coli / Shigella;92.33%	106	8975	3.51	ESC_KA6973AA_AS
ESC_FA4719AA	E2009_3	SRR5075697;ILLUMINA;Paired;;SRX2394640;SRA	Environment	Water/River	Tap Water					Oceania	Australia	Australian Capital Territory		Canberra				Australian National University	Escherichia coli								PRJNA356186	SRP094538		SAMN06109000	SRS1835984	2016-12-06	2016-12-06	ESC_FA4719AA	Assembled	70	98292	4684253	Escherichia coli / Shigella;93.34%	127	10592	3.51	ESC_KA6974AA_AS
ESC_FA4721AA	E2013_4	SRR5075695;ILLUMINA;Paired;;SRX2394638;SRA	Environment	Water/River	Tap Water					Oceania	Australia	Australian Capital Territory		Canberra				Australian National University	Escherichia coli								PRJNA356186	SRP094538		SAMN06109001	SRS1835982	2016-12-06	2016-12-06	ESC_FA4721AA	Assembled	140	73410	4676724	Escherichia coli / Shigella;93.52%	156	6296	3.51	ESC_KA6976AA_AS
ESC_FA4729AA	E2016_6	SRR5075687;ILLUMINA;Paired;;SRX2394630;SRA	Environment	Water/River	Tap Water					Oceania	Australia	Australian Capital Territory		Canberra				Australian National University	Escherichia coli								PRJNA356186	SRP094538		SAMN06109003	SRS1835974	2016-12-06	2016-12-06	ESC_FA4729AA	Assembled	64	105783	4682852	Escherichia coli / Shigella;93.64%	132	11432	3.51	ESC_KA6984AA_AS
ESC_GA9538AA	MER-26	SRR5936502;ILLUMINA;Paired;;SRX3096455;SRA	Human	Human	Homo sapiens; Age: 57; male; Blood; blood	2014				Oceania	Australia	Victoria		Melbourne				University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN07510218	SRS2433237	2017-08-16	2017-08-15	ESC_GA9538AA	Assembled	66	97577	5205982	Escherichia coli / Shigella;94.9%	227	21241	3.61	ESC_PA1108AA_AS
ESC_JA3256AA	F2_15C	traces-0XVjSOW;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3256AA	Assembled	42	125346	5581891	Escherichia coli / Shigella;87.4%	172	45441	4	ESC_SA6470AA_AS
ESC_JA3257AA	F2_14A	traces-0PSviVL;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3257AA	Assembled	68	89308	5022436	Escherichia coli / Shigella;78.19%	151	28023	4	ESC_SA6471AA_AS
ESC_JA3258AA	F2_15F	traces-0QBltja;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3258AA	Assembled	53	94225	5331268	Escherichia coli / Shigella;80.86%	147	56981	4	ESC_SA6472AA_AS
ESC_JA3260AA	F2_15G	traces-0yqRzmr;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3260AA	Assembled	82	35846	4950079	Escherichia coli / Shigella;92.7%	314	74219	4	ESC_SA6474AA_AS
ESC_JA3262AA	F2_18B	traces-0ZxPNOt;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3262AA	Assembled	63	80118	5358093	Escherichia coli / Shigella;96.04%	316	60816	4	ESC_SA6476AA_AS
ESC_JA3264AA	F2_20B	traces-0ORHFNj;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3264AA	Assembled	64	82191	5185636	Escherichia coli / Shigella;97.32%	267	56610	4	ESC_SA6478AA_AS
ESC_JA3267AA	F2_2E	traces-0uDkAPM;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3267AA	Assembled	67	100222	4933971	Escherichia coli / Shigella;76.04%	153	27079	4	ESC_SA6481AA_AS
ESC_JA3271AA	F2_4C	traces-0zYiByh;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3271AA	Assembled	67	43575	4958314	Escherichia coli / Shigella;84.06%	244	55216	4	ESC_SA6485AA_AS
ESC_JA3272AA	F2_6A	traces-0gSuDSQ;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3272AA	Assembled	94	24033	4921514	Escherichia coli / Shigella;91.07%	443	110198	4	ESC_SA6486AA_AS
ESC_JA3274AA	F2_9B	traces-0VynwSG;ILLUMINA;Paired;;NA;Uploaded	Livestock	Swine	Faeces	2007				Oceania	Australia	NSW						AusGEM, the i3 institute, University of Technology Sydney	Escherichia coli													2018-06-18	2018-06-18	ESC_JA3274AA	Assembled	64	91134	5000967	Escherichia coli / Shigella;89.77%	137	30436	4	ESC_SA6488AA_AS
ESC_JA4696AA	ERS1799586	ERR2666846;ILLUMINA;Paired;500;ERX2681960;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140568	ERS1799586	2018-07-04	2018-07-04	ESC_JA4696AA	Assembled	64	82191	5185636	Escherichia coli / Shigella;97.32%	267	56807	4	ESC_SA9047AA_AS
ESC_JA4697AA	ERS1799577	ERR2666845;ILLUMINA;Paired;500;ERX2681959;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140559	ERS1799577	2018-07-04	2018-07-04	ESC_JA4697AA	Assembled	63	80118	5358205	Escherichia coli / Shigella;96.09%	316	61167	4	ESC_SA9046AA_AS
ESC_JA4700AA	ERS1799561	ERR2666842;ILLUMINA;Paired;500;ERX2681956;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140543	ERS1799561	2018-07-04	2018-07-04	ESC_JA4700AA	Assembled	82	35846	4950099	Escherichia coli / Shigella;92.7%	314	74354	4	ESC_SA9043AA_AS
ESC_JA4701AA	ERS1799560	ERR2666841;ILLUMINA;Paired;500;ERX2681955;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140542	ERS1799560	2018-07-04	2018-07-04	ESC_JA4701AA	Assembled	53	94225	5331268	Escherichia coli / Shigella;80.86%	147	57179	4	ESC_SA9042AA_AS
ESC_JA4702AA	ERS1799557	ERR2666840;ILLUMINA;Paired;500;ERX2681954;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140539	ERS1799557	2018-07-04	2018-07-04	ESC_JA4702AA	Assembled	42	125346	5581893	Escherichia coli / Shigella;87.4%	172	45380	4	ESC_SA9041AA_AS
ESC_JA4703AA	ERS1799551	ERR2666839;ILLUMINA;Paired;500;ERX2681953;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140533	ERS1799551	2018-07-04	2018-07-04	ESC_JA4703AA	Assembled	68	89308	5022436	Escherichia coli / Shigella;78.19%	151	28395	4	ESC_SA9040AA_AS
ESC_JA4705AA	ERS1799536	ERR2666837;ILLUMINA;Paired;500;ERX2681951;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140518	ERS1799536	2018-07-04	2018-07-04	ESC_JA4705AA	Assembled	64	91134	5000967	Escherichia coli / Shigella;89.77%	137	29452	4	ESC_SA9038AA_AS
ESC_JA4707AA	ERS1799526	ERR2666835;ILLUMINA;Paired;500;ERX2681949;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140508	ERS1799526	2018-07-04	2018-07-04	ESC_JA4707AA	Assembled	94	24033	4921514	Escherichia coli / Shigella;91.07%	443	110161	4	ESC_SA9036AA_AS
ESC_JA4710AA	ERS1799519	ERR2666832;ILLUMINA;Paired;500;ERX2681946;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140501	ERS1799519	2018-07-04	2018-07-04	ESC_JA4710AA	Assembled	67	43575	4958314	Escherichia coli / Shigella;84.2%	244	54002	4	ESC_SA9033AA_AS
ESC_JA4712AA	ERS1799592	ERR2666830;ILLUMINA;Paired;500;ERX2681944;SRA	Livestock	Swine	Sus scrofa; Pig rectal swab					Oceania	Australia							Ausgem	Escherichia coli								PRJEB21464	ERP023719		SAMEA104140574	ERS1799592	2018-07-04	2018-07-04	ESC_JA4712AA	Assembled	67	100222	4933971	Escherichia coli / Shigella;76.04%	153	27215	4	ESC_SA9031AA_AS
ESC_JA5694AA	AVC237	SRR7469844;ILLUMINA;Paired;;SRX4339666;SRA	Poultry	Poultry	missing	2014	1	24		Oceania	Australia							University of Technology, Sydney	Escherichia coli		O100:H32			APEC			PRJNA479542	SRP151965		SAMN09580047	SRS3500567	2018-07-04	2018-07-04	ESC_JA5694AA	Assembled	51	197957	4708375	Escherichia coli / Shigella;98.05%	86	21222	4	ESC_SA8297AA_AS
ESC_JA5726AA	AVC123	SRR7469876;ILLUMINA;Paired;;SRX4339634;SRA	Poultry	Poultry	missing	2009	7	28		Oceania	Australia							University of Technology, Sydney	Escherichia coli		O132:H21			APEC			PRJNA479542	SRP151965		SAMN09579997	SRS3500533	2018-07-04	2018-07-04	ESC_JA5726AA	Assembled	45	130764	5233730	Escherichia coli / Shigella;94.19%	128	51152	4	ESC_SA8265AA_AS
ESC_JA8569AA	411ESBA	SRR7724569;ILLUMINA;Paired;;SRX4581347;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		O9:H9						PRJNA486855	SRP158447		SAMN09866862	SRS3695670	2018-08-21	2018-08-20	ESC_JA8569AA	Assembled	28	140931	4984915	Escherichia coli / Shigella;93.92%	138	50449	4	ESC_TA2441AA_AS
ESC_JA8571AA	409ESBA	SRR7724571;ILLUMINA;Paired;;SRX4581345;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		O28ab:H9						PRJNA486855	SRP158447		SAMN09866860	SRS3695673	2018-08-21	2018-08-20	ESC_JA8571AA	Assembled	35	108703	5349115	Escherichia coli / Shigella;88.42%	323	153731	4	ESC_TA2439AA_AS
ESC_JA8580AA	42CIPA	SRR7724580;ILLUMINA;Paired;;SRX4581336;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		09:H9						PRJNA486855	SRP158447		SAMN09866729	SRS3695666	2018-08-21	2018-08-20	ESC_JA8580AA	Assembled	24	170378	4675976	Escherichia coli / Shigella;89.8%	85	65823	4	ESC_TA2430AA_AS
ESC_JA8647AA	433CIPA	SRR7724647;ILLUMINA;Paired;;SRX4581269;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	South Australia						Murdoch University	Escherichia coli		O8:H17						PRJNA486855	SRP158447		SAMN09866881	SRS3695595	2018-08-21	2018-08-20	ESC_JA8647AA	Assembled	21	152834	4854486	Escherichia coli / Shigella;89.39%	120	127431	4	ESC_TA2363AA_AS
ESC_JA8660AA	541ESBB	SRR7724660;ILLUMINA;Paired;;SRX4581256;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBB	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O11:H4						PRJNA486855	SRP158447		SAMN09866928	SRS3695682	2018-08-21	2018-08-20	ESC_JA8660AA	Assembled	37	75458	5038904	Escherichia coli / Shigella;99.0%	217	83086	4	ESC_TA2350AA_AS
ESC_JA8678AA	58ESBA	SRR7724678;ILLUMINA;Paired;;SRX4581238;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		O9:H9						PRJNA486855	SRP158447		SAMN09866742	SRS3695566	2018-08-21	2018-08-20	ESC_JA8678AA	Assembled	29	106311	4850065	Escherichia coli / Shigella;74.69%	166	63355	4	ESC_TA2332AA_AS
ESC_JA8685AA	266CIPA	SRR7724685;ILLUMINA;Paired;;SRX4581231;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Western Australia						Murdoch University	Escherichia coli		O89:H9						PRJNA486855	SRP158447		SAMN09866817	SRS3695561	2018-08-21	2018-08-20	ESC_JA8685AA	Assembled	28	78097	4850155	Escherichia coli / Shigella;93.95%	207	67756	4	ESC_TA2325AA_AS
ESC_JA8687AA	268CIPA	SRR7724687;ILLUMINA;Paired;;SRX4581229;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Western Australia						Murdoch University	Escherichia coli		O89:H9						PRJNA486855	SRP158447		SAMN09866819	SRS3695556	2018-08-21	2018-08-20	ESC_JA8687AA	Assembled	109	103822	4888903	Escherichia coli / Shigella;95.74%	288	50363	4	ESC_TA2323AA_AS
ESC_JA8689AA	269CIPA	SRR7724689;ILLUMINA;Paired;;SRX4581227;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Western Australia						Murdoch University	Escherichia coli		O89:H10						PRJNA486855	SRP158447		SAMN09866821	SRS3695553	2018-08-21	2018-08-20	ESC_JA8689AA	Assembled	25	96497	4786770	Escherichia coli / Shigella;86.25%	144	75730	4	ESC_TA2321AA_AS
ESC_JA8728AA	575ESBA	SRR7724728;ILLUMINA;Paired;;SRX4581188;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O9:H9						PRJNA486855	SRP158447		SAMN09866978	SRS3695515	2018-08-21	2018-08-20	ESC_JA8728AA	Assembled	84	134019	4911642	Escherichia coli / Shigella;85.7%	233	56691	4	ESC_TA2281AA_AS
ESC_JA8734AA	549ESBA	SRR7724734;ILLUMINA;Paired;;SRX4581182;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O26:H32						PRJNA486855	SRP158447		SAMN09866944	SRS3695509	2018-08-21	2018-08-20	ESC_JA8734AA	Assembled	62	174288	4806864	Escherichia coli / Shigella;84.3%	97	23328	4	ESC_TA2275AA_AS
ESC_JA8748AA	560ESBA	SRR7724748;ILLUMINA;Paired;;SRX4581168;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O9:H9						PRJNA486855	SRP158447		SAMN09866959	SRS3695496	2018-08-21	2018-08-20	ESC_JA8748AA	Assembled	47	145681	4737752	Escherichia coli / Shigella;91.38%	123	20430	4	ESC_TA2261AA_AS
ESC_JA8765AA	63ESBA	SRR7724765;ILLUMINA;Paired;;SRX4581151;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		O26:H32						PRJNA486855	SRP158447		SAMN09866748	SRS3695477	2018-08-21	2018-08-20	ESC_JA8765AA	Assembled	29	120227	4823275	Escherichia coli / Shigella;87.65%	129	47508	4	ESC_TA2244AA_AS
ESC_JA8782AA	569ESBA	SRR7724782;ILLUMINA;Paired;;SRX4581134;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O26:H32						PRJNA486855	SRP158447		SAMN09866966	SRS3695461	2018-08-21	2018-08-20	ESC_JA8782AA	Assembled	33	161074	4995164	Escherichia coli / Shigella;87.73%	96	67064	4	ESC_TA2227AA_AS
ESC_JA8783AA	570CIPA	SRR7724783;ILLUMINA;Paired;;SRX4581133;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O9:H9						PRJNA486855	SRP158447		SAMN09866967	SRS3695460	2018-08-21	2018-08-20	ESC_JA8783AA	Assembled	20	123369	4868893	Escherichia coli / Shigella;82.76%	141	142751	4	ESC_TA2226AA_AS
ESC_JA8796AA	487ESBA	SRR7724796;ILLUMINA;Paired;;SRX4581120;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Queensland						Murdoch University	Escherichia coli		O86:H2						PRJNA486855	SRP158447		SAMN09866920	SRS3695448	2018-08-21	2018-08-20	ESC_JA8796AA	Assembled	186	144596	5095523	Escherichia coli / Shigella;100.0%	236	35762	4	ESC_TA2213AA_AS
ESC_JA8817AA	576ESBA	SRR7724817;ILLUMINA;Paired;;SRX4581099;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		:H40						PRJNA486855	SRP158447		SAMN09866980	SRS3695426	2018-08-21	2018-08-20	ESC_JA8817AA	Assembled	138	155796	4797925	Escherichia coli / Shigella;84.71%	135	31886	4	ESC_TA2192AA_AS
ESC_JA8828AA	479CIPA	SRR7724828;ILLUMINA;Paired;;SRX4581088;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Queensland						Murdoch University	Escherichia coli		:H27						PRJNA486855	SRP158447		SAMN09866911	SRS3695415	2018-08-21	2018-08-20	ESC_JA8828AA	Assembled	25	94226	5092916	Escherichia coli / Shigella;95.52%	139	68294	4	ESC_TA2181AA_AS
ESC_JA8830AA	478CIPA	SRR7724830;ILLUMINA;Paired;;SRX4581086;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Queensland						Murdoch University	Escherichia coli		O89:H10						PRJNA486855	SRP158447		SAMN09866909	SRS3695413	2018-08-21	2018-08-20	ESC_JA8830AA	Assembled	48	130059	4883593	Escherichia coli / Shigella;92.76%	164	35169	4	ESC_TA2179AA_AS
ESC_KA0449AA		SRR7828635;ILLUMINA;Paired;;SRX4679815;SRA	Human	Human	Homo sapiens; Age: 55; male; Blood; blood	2014				Oceania	Australia							University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN10058904	SRS3773566	2018-09-14	2018-09-13	ESC_KA0449AA	Assembled	151	117307	4996759	Escherichia coli / Shigella;86.01%	204	53728	4	ESC_TA7301AA_AS
ESC_LA5245AA	RPA15	SRR6456008;ILLUMINA;Paired;;SRX3546736;SRA	Human	Human	Homo sapiens	2009				Oceania	Australia	New South Wales		Sydney				University of Sydney	Escherichia coli								PRJNA429066	SRP128614		SAMN08328870	SRS2820801	2019-02-11	2019-02-01	ESC_LA5245AA	Assembled	72	232363	4891995	Escherichia coli / Shigella;94.88%	81	19843	4	ESC_WA5547AA_AS
ESC_LA5278AA	JIE4051	SRR6456041;ILLUMINA;Paired;;SRX3546703;SRA	Human	Human	Homo sapiens	2014				Oceania	Australia	New South Wales		Sydney				University of Sydney	Escherichia coli								PRJNA429066	SRP128614		SAMN08328827	SRS2821034	2019-02-11	2019-02-01	ESC_LA5278AA	Assembled	89	213679	4864985	Escherichia coli / Shigella;95.43%	118	24619	4	ESC_WA5514AA_AS
ESC_LA8705AA	EC3285	SRR4289226;ILLUMINA;Paired;;SRX2184769;SRA	Laboratory	Laboratory	laboratory derivative	2010	9	23		Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA342357	SRP090264		SAMN05792391	SRS1708393	2019-02-11	2017-10-31	ESC_LA8705AA	Assembled	24	58064	4557413	Escherichia coli / Shigella;100.0%	172	69167	4	ESC_WA2528AA_AS
ESC_NA5896AA	AUSMDU00004814	SRR9734543;ILLUMINA;Paired;;SRX6491832;SRA	Human	Human	Homo sapiens	2016				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA529744	SRP216508		SAMN12343005	SRS5140432	2019-07-26	2019-07-26	ESC_NA5896AA	Assembled	198	100298	4921533	Escherichia coli / Shigella;92.75%	164	40934	4.1	ESC_CB7241AA_AS
ESC_NA5911AA	AUSMDU00026877	SRR9734584;ILLUMINA;Paired;;SRX6491791;SRA	Human	Human	Homo sapiens	2013				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA529744	SRP216508		SAMN12342790	SRS5140391	2019-07-26	2019-07-26	ESC_NA5911AA	Assembled	127	65536	5194052	Escherichia coli / Shigella;90.9%	215	135330	4.1	ESC_CB7226AA_AS
ESC_NA5954AA	AUSMDU00026910	SRR9734831;ILLUMINA;Paired;;SRX6491544;SRA	Human	Human	Homo sapiens	2015				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA529744	SRP216508		SAMN12342980	SRS5140144	2019-07-26	2019-07-26	ESC_NA5954AA	Assembled	186	114367	4907998	Escherichia coli / Shigella;92.94%	146	61571	4.1	ESC_CB7183AA_AS
ESC_OA1737AA	AUSMDU00008272	SRR10126788;ILLUMINA;Paired;;SRX6855451;SRA	Human	Human	Homo sapiens	2017				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA565795	SRP221809		SAMN12768818	SRS5393632	2019-09-17	2019-09-16	ESC_OA1737AA	Assembled	112	119397	5177669	Escherichia coli / Shigella;94.87%	161	53363	4.1	ESC_FB3700AA_AS
