"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).x","Source Niche.x","Source Type.x","Source Details.x","Collection Year.x","Collection Month.x","Collection Day.x","Collection Time.x","Continent.x","Country.x","Region.x","District.x","City.x","Post Code.x","Latitude.x","Longitude.x","Lab Contact.x","Species.x","Serological Group.x","Serotype.x","EcoR Cluster.x","Path/Nonpath.x","Simple Patho.x","Comment.x","Simple Disease.x","Bio Project ID.x","Project ID.x","Disease.x","Sample ID.x","Secondary Sample ID.x","Date Entered.x","Release Date.x","Differences","ST","ST Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status).y","Source Niche.y","Source Type.y","Source Details.y","Collection Year.y","Collection Month.y","Collection Day.y","Collection Time.y","Continent.y","Country.y","Region.y","District.y","City.y","Post Code.y","Latitude.y","Longitude.y","Lab Contact.y","Species.y","Serological Group.y","Serotype.y","EcoR Cluster.y","Path/Nonpath.y","Simple Patho.y","Simple Disease.y","Comment.y","Bio Project ID.y","Project ID.y","Disease.y","Sample ID.y","Secondary Sample ID.y","Date Entered.y","Release Date.y","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_FA4715AA","10_Australia",114,0,46,6,6,19,"E2018_7","ESC_FA4715AA","SRR5075701;ILLUMINA;Paired;;SRX2394644;SRA","Environment","Water/River","Tap Water",NA,NA,NA,"","Oceania","Australia","Australian Capital Territory","","Canberra","",NA,NA,"Australian National University","Escherichia coli","","","","","","","","PRJNA356186","SRP094538","","SAMN06109004","SRS1835988",2016-12-06,2016-12-06,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","E2018_7","SRR5075701;ILLUMINA;Paired;;SRX2394644;SRA","Environment","Water/River","Tap Water",NA,NA,NA,NA,"Oceania","Australia","Australian Capital Territory","","Canberra",NA,NA,NA,"Australian National University","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA356186","SRP094538",NA,"SAMN06109004","SRS1835988",2016-12-06,2016-12-06,"ESC_FA4715AA","Assembled",64,93331,4681150,144,15383,3.51,"ESC_KA6970AA_AS"
"ESC_FA4718AA","10_Australia",114,0,46,6,6,19,"E2014_5","ESC_FA4718AA","SRR5075698;ILLUMINA;Paired;;SRX2394641;SRA","Environment","Water/River","Tap Water",NA,NA,NA,"","Oceania","Australia","Australian Capital Territory","","Canberra","",NA,NA,"Australian National University","Escherichia coli","","","","","","","","PRJNA356186","SRP094538","","SAMN06109002","SRS1835985",2016-12-06,2016-12-06,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","E2014_5","SRR5075698;ILLUMINA;Paired;;SRX2394641;SRA","Environment","Water/River","Tap Water",NA,NA,NA,NA,"Oceania","Australia","Australian Capital Territory","","Canberra",NA,NA,NA,"Australian National University","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA356186","SRP094538",NA,"SAMN06109002","SRS1835985",2016-12-06,2016-12-06,"ESC_FA4718AA","Assembled",52,124577,4682747,106,8975,3.51,"ESC_KA6973AA_AS"
"ESC_FA4719AA","10_Australia",114,0,46,6,6,19,"E2009_3","ESC_FA4719AA","SRR5075697;ILLUMINA;Paired;;SRX2394640;SRA","Environment","Water/River","Tap Water",NA,NA,NA,"","Oceania","Australia","Australian Capital Territory","","Canberra","",NA,NA,"Australian National University","Escherichia coli","","","","","","","","PRJNA356186","SRP094538","","SAMN06109000","SRS1835984",2016-12-06,2016-12-06,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","E2009_3","SRR5075697;ILLUMINA;Paired;;SRX2394640;SRA","Environment","Water/River","Tap Water",NA,NA,NA,NA,"Oceania","Australia","Australian Capital Territory","","Canberra",NA,NA,NA,"Australian National University","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA356186","SRP094538",NA,"SAMN06109000","SRS1835984",2016-12-06,2016-12-06,"ESC_FA4719AA","Assembled",70,98292,4684253,127,10592,3.51,"ESC_KA6974AA_AS"
"ESC_FA4721AA","10_Australia",114,0,46,6,6,19,"E2013_4","ESC_FA4721AA","SRR5075695;ILLUMINA;Paired;;SRX2394638;SRA","Environment","Water/River","Tap Water",NA,NA,NA,"","Oceania","Australia","Australian Capital Territory","","Canberra","",NA,NA,"Australian National University","Escherichia coli","","","","","","","","PRJNA356186","SRP094538","","SAMN06109001","SRS1835982",2016-12-06,2016-12-06,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","E2013_4","SRR5075695;ILLUMINA;Paired;;SRX2394638;SRA","Environment","Water/River","Tap Water",NA,NA,NA,NA,"Oceania","Australia","Australian Capital Territory","","Canberra",NA,NA,NA,"Australian National University","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA356186","SRP094538",NA,"SAMN06109001","SRS1835982",2016-12-06,2016-12-06,"ESC_FA4721AA","Assembled",140,73410,4676724,156,6296,3.51,"ESC_KA6976AA_AS"
"ESC_FA4729AA","10_Australia",114,0,46,6,6,19,"E2016_6","ESC_FA4729AA","SRR5075687;ILLUMINA;Paired;;SRX2394630;SRA","Environment","Water/River","Tap Water",NA,NA,NA,"","Oceania","Australia","Australian Capital Territory","","Canberra","",NA,NA,"Australian National University","Escherichia coli","","","","","","","","PRJNA356186","SRP094538","","SAMN06109003","SRS1835974",2016-12-06,2016-12-06,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","E2016_6","SRR5075687;ILLUMINA;Paired;;SRX2394630;SRA","Environment","Water/River","Tap Water",NA,NA,NA,NA,"Oceania","Australia","Australian Capital Territory","","Canberra",NA,NA,NA,"Australian National University","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA356186","SRP094538",NA,"SAMN06109003","SRS1835974",2016-12-06,2016-12-06,"ESC_FA4729AA","Assembled",64,105783,4682852,132,11432,3.51,"ESC_KA6984AA_AS"
"ESC_FB7042AA","10_Australia",114,0,46,6,6,19,"9421-30PC","ESC_FB7042AA","SRR24962321;ILLUMINA;Paired;;SRX20720369;SRA","Human","Human","Homo sapiens; Blood; blood",2021,NA,NA,"","Oceania","Australia","","","","",NA,NA,"University of Queensland","Escherichia coli","","","","","","","","PRJNA982891","SRP444682","","SAMN35767257","SRS18011806",2023-06-28,2023-06-19,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","9421-30PC","SRR24962321;ILLUMINA;Paired;;SRX20720369;SRA","Human","Human","Homo sapiens; Blood; blood",2021,NA,NA,NA,"Oceania","Australia","","","",NA,NA,NA,"University of Queensland","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA982891","SRP444682",NA,"SAMN35767257","SRS18011806",2023-06-28,2023-06-19,"ESC_FB7042AA","Assembled",121.7,125911,4811554,106,860,5.1,"ESC_KC1949AA_AS"
"ESC_GA9538AA","10_Australia",114,0,46,6,6,19,"MER-26","ESC_GA9538AA","SRR5936502;ILLUMINA;Paired;;SRX3096455;SRA","Human","Human","Homo sapiens; Age: 57; male; Blood; blood",2014,NA,NA,"","Oceania","Australia","Victoria","","Melbourne","",NA,NA,"University of Queensland","Escherichia coli","","","","","","","","PRJNA398288","SRP115500","","SAMN07510218","SRS2433237",2017-08-16,2017-08-15,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","MER-26","SRR5936502;ILLUMINA;Paired;;SRX3096455;SRA","Human","Human","Homo sapiens; Age: 57; male; Blood; blood",2014,NA,NA,NA,"Oceania","Australia","Victoria","","Melbourne",NA,NA,NA,"University of Queensland","Escherichia coli",NA,"",NA,NA,"",NA,NA,"PRJNA398288","SRP115500",NA,"SAMN07510218","SRS2433237",2017-08-16,2017-08-15,"ESC_GA9538AA","Assembled",66,97577,5205982,227,21241,3.61,"ESC_PA1108AA_AS"
"ESC_JA3256AA","10_Australia",114,0,46,6,6,19,"F2_15C","ESC_JA3256AA","traces-0XVjSOW;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_15C","traces-0XVjSOW;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3256AA","Assembled",42,125346,5581891,172,45441,4,"ESC_SA6470AA_AS"
"ESC_JA3257AA","10_Australia",114,0,46,6,6,19,"F2_14A","ESC_JA3257AA","traces-0PSviVL;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_14A","traces-0PSviVL;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3257AA","Assembled",68,89308,5022436,151,28023,4,"ESC_SA6471AA_AS"
"ESC_JA3258AA","10_Australia",114,0,46,6,6,19,"F2_15F","ESC_JA3258AA","traces-0QBltja;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_15F","traces-0QBltja;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3258AA","Assembled",53,94225,5331268,147,56981,4,"ESC_SA6472AA_AS"
"ESC_JA3260AA","10_Australia",114,0,46,6,6,19,"F2_15G","ESC_JA3260AA","traces-0yqRzmr;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_15G","traces-0yqRzmr;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3260AA","Assembled",82,35846,4950079,314,74219,4,"ESC_SA6474AA_AS"
"ESC_JA3262AA","10_Australia",114,0,46,6,6,19,"F2_18B","ESC_JA3262AA","traces-0ZxPNOt;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_18B","traces-0ZxPNOt;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3262AA","Assembled",63,80118,5358093,316,60816,4,"ESC_SA6476AA_AS"
"ESC_JA3264AA","10_Australia",114,0,46,6,6,19,"F2_20B","ESC_JA3264AA","traces-0ORHFNj;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_20B","traces-0ORHFNj;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3264AA","Assembled",64,82191,5185636,267,56610,4,"ESC_SA6478AA_AS"
"ESC_JA3267AA","10_Australia",114,0,46,6,6,19,"F2_2E","ESC_JA3267AA","traces-0uDkAPM;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,"","Oceania","Australia","NSW","","","",NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli","","","","","","","","","","","","",2018-06-18,2018-06-18,NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","F2_2E","traces-0uDkAPM;ILLUMINA;Paired;;NA;Uploaded","Livestock","Swine","Faeces",2007,NA,NA,NA,"Oceania","Australia","NSW","","",NA,NA,NA,"AusGEM, the i3 institute, University of Technology Sydney","Escherichia coli",NA,"",NA,NA,"",NA,NA,"","",NA,"","",2018-06-18,2018-06-18,"ESC_JA3267AA","Assembled",67,100222,4933971,153,27079,4,"ESC_SA6481AA_AS"
